Name,WMC,TCC,LOCC,NBM,GOD LASS,CBO,ATFD,NOAP,NOA,NOM,FDP,CM,CC,NOAM,AMW,Brainlass
ParsedURLJarProtocolHandler,3,1,30,0,0,1,0,0,1,2,0,0,0,0,1.5,0
ParsedURLDefaultProtocolHandler,72,0,301,1,1,2,6,0,0,8,2,0,0,0,9,0
DataParsedURLData,26,0.19,87,0,0,2,0,1,1,8,0,0,0,2,3.25,0
ParsedURLDataProtocolHandler,18,0,182,1,0,2,7,0,3,3,2,0,0,0,6,0
MimeTypeConstants,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0
Messages,7,0.6,64,0,0,2,1,0,3,7,1,0,0,0,1,0
1,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
EncodingUtilities,2,1,69,0,0,0,0,0,1,2,0,0,0,0,1,0
TableIterator,11,0.5,66,0,0,2,2,0,3,5,2,0,0,0,2.2,0
DOMConstants,0,0,25,0,0,0,0,0,19,0,0,0,0,0,0,0
PhantomReferenceCleared,1,0,7,0,0,1,0,0,0,1,0,0,0,0,1,0
ReferenceCleared,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0
Base64DecodeStream,23,0.6,128,0,0,0,0,5,6,7,0,0,0,0,3.29,0
BatikSecurityManager,1,1,17,0,0,0,0,0,0,2,0,0,0,0,0.5,0
ParsedURLProtocolHandler,0,0,16,0,0,0,0,0,0,3,0,3,1,0,0,0
AbstractParsedURLProtocolHandler,2,1,22,0,0,0,0,0,1,2,0,0,0,1,1,0
CheckNoPolicyFile,1,1,16,0,0,2,0,0,0,2,0,0,0,0,0.5,0
CheckSecurityRemoval,3,1,18,0,0,2,1,0,0,2,1,0,0,0,1.5,0
CheckSecurityEnforcement,2,1,17,0,0,2,1,0,0,2,1,0,0,0,1,0
CheckNoSecurityManagerOverride,1,1,29,0,0,2,0,0,0,2,0,0,0,0,0.5,0
ApplicationSecurityEnforcerTest,2,1,104,0,0,5,0,0,2,2,0,0,0,0,1,0
HaltingThread,13,0.14,73,0,0,0,0,0,1,11,0,6,2,0,1.18,0
Base64EncoderStream,25,0.38,178,0,0,0,0,6,7,9,0,2,2,0,2.78,0
PreferenceManager,121,0.5,775,0,0,0,0,0,8,36,0,18,2,0,3.36,0
ApplicationSecurityEnforcer,23,0.5,286,0,0,2,0,0,12,7,0,10,9,0,3.29,0
WeakReferenceCleared,1,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0
SoftDoublyIndexedTable,27,0.62,219,0,0,0,0,0,4,9,0,4,1,0,3,0
RunHandlerAdapter,4,0,23,0,0,0,0,0,0,4,0,0,0,0,1,0
Dispatcher,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0
EventDispatcher,10,0,91,0,0,1,0,0,0,2,0,0,0,0,5,0
RunHandler,0,0,23,0,0,0,0,0,0,4,0,4,1,0,0,0
IdleRunnable,0,1,12,0,0,0,0,0,0,1,0,1,1,0,0,0
RunnableQueue,54,0.35,688,1,0,6,1,0,13,20,1,44,19,5,2.7,0
CSSConstants,0,0,393,0,0,0,0,0,378,0,0,0,0,0,0,0
SoftReferenceCleared,1,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0
CleanerThread,6,1,89,0,0,1,1,2,2,3,1,0,0,0,2,0
DoublyLinkedList,26,0.85,191,0,0,1,2,0,2,13,1,13,2,2,2,0
SoftReferenceCache,20,1,177,0,0,1,1,0,2,8,1,1,1,0,2.5,0
SMILConstants,0,0,63,0,0,0,0,0,51,0,0,0,0,0,0,0
DoublyIndexedSet,5,1,47,0,0,1,0,0,2,5,0,2,1,0,1,0
XBLConstants,0,0,36,0,0,0,0,0,18,0,0,0,0,0,0,0
ParsedURL,73,0.49,508,0,0,5,27,2,5,42,5,73,45,3,1.74,0
SVGConstants,0,0,908,0,0,0,0,0,667,0,0,0,0,0,0,0
DoublyIndexedTable,32,0.53,343,0,0,2,5,0,3,12,1,112,18,0,2.67,0
AnimatableStringValue,13,0.27,90,0,0,0,0,0,1,8,0,2,2,2,1.62,0
AnimatablePercentageValue,6,0.33,45,0,0,0,0,0,0,5,0,0,0,0,1.2,0
AnimatablePaintValue,38,0.59,255,0,0,0,0,0,10,17,0,1,1,2,2.24,0
AnimatableNumberOrPercentageValue,18,0.4,127,0,0,0,0,0,1,9,0,0,0,0,2,0
AnimatableNumberOrIdentValue,31,0.3,149,1,0,0,0,0,3,8,0,0,0,0,3.88,0
AnimatableNumberOptionalNumberValue,19,0.36,146,0,0,0,0,0,3,11,0,0,0,2,1.73,0
AnimatableLengthOrIdentValue,33,0.29,155,1,0,0,0,0,2,10,0,0,0,1,3.3,0
AnimatableIntegerValue,12,0.47,93,0,0,0,0,0,1,8,0,1,1,1,1.5,0
AnimatableColorValue,13,0.4,117,0,0,0,0,0,3,7,0,0,0,0,1.86,0
AnimatableBooleanValue,13,0.27,89,0,0,0,0,0,1,8,0,1,1,1,1.62,0
AnimatableNumberValue,12,0.47,92,0,0,0,0,0,1,8,0,1,1,1,1.5,0
AnimatableAngleValue,17,0.53,119,0,0,0,0,0,2,8,0,0,0,1,2.12,0
AnimatableAngleOrIdentValue,32,0.29,149,1,0,0,0,0,2,10,0,0,0,1,3.2,0
AnimatableRectValue,19,0.28,149,0,0,0,0,0,4,11,0,1,1,4,1.73,0
AnimatablePreserveAspectRatioValue,19,0.33,145,0,0,0,0,0,4,9,0,1,1,2,2.11,0
AnimatablePointListValue,7,0.17,55,0,0,0,0,0,0,6,0,0,0,0,1.17,0
AnimatablePathDataValue,25,0.43,168,1,0,0,0,0,4,9,0,1,1,2,2.78,0
AnimatableNumberListValue,23,0.4,123,0,0,0,0,0,1,8,0,2,2,1,2.88,0
AnimatableLengthListValue,32,0.43,194,1,0,2,0,0,3,9,0,1,1,2,3.56,0
AnimatableMotionPointValue,17,0.43,141,0,0,0,0,0,3,10,0,3,3,3,1.7,0
AnimatableLengthValue,24,0.46,184,0,0,1,0,0,4,10,0,1,1,2,2.4,0
AnimatableValue,6,0,102,0,0,0,0,0,3,10,0,6,5,1,0.6,0
WallclockTimingSpecifier,4,0.33,46,0,0,3,1,0,2,4,1,0,0,0,1,0
Trace,10,1,42,0,0,0,0,0,2,3,0,0,0,0,3.33,0
TimingSpecifierListProducer,13,0.83,144,0,0,10,13,0,3,13,10,0,0,0,1,0
TimegraphAdapter,11,0,80,0,0,0,0,0,0,11,0,0,0,0,1,0
Handler,1,1,6,0,0,0,0,0,1,2,0,0,0,0,0.5,0
TimeContainer,11,0.42,114,0,0,1,3,0,1,9,1,2,1,0,1.22,0
SyncbaseTimingSpecifier,13,0.33,107,0,0,3,3,0,4,7,2,0,0,0,1.86,0
RepeatTimingSpecifier,9,1,54,0,0,2,1,0,2,4,1,0,0,0,2.25,0
MediaMarkerTimingSpecifier,3,0,48,0,0,1,0,0,4,3,0,0,0,0,1,0
TimingSpecifier,8,0.11,84,0,0,0,0,0,2,9,0,7,2,1,0.89,0
IndefiniteTimingSpecifier,5,0,38,0,0,2,0,0,0,4,0,0,0,0,1.25,0
OffsetTimingSpecifier,5,0.33,40,0,0,2,0,0,1,4,0,0,0,0,1.25,0
EventbaseTimingSpecifier,9,0.3,96,0,0,4,1,0,6,6,1,0,0,0,1.5,0
InstanceTime,9,0.6,90,0,0,1,0,0,3,6,0,6,2,2,1.5,0
EventLikeTimingSpecifier,2,0,23,0,0,0,0,0,0,3,0,1,1,0,0.67,0
AccesskeyTimingSpecifier,14,1,114,0,0,7,2,0,3,7,2,0,0,0,2,0
TimegraphListener,0,0,69,0,0,0,0,0,0,11,0,2,1,0,0,0
TimedDocumentRoot,25,0.09,253,0,0,3,2,0,7,20,1,16,8,4,1.25,0
TimedElement,283,0.11,1552,2,1,11,36,0,41,68,11,35,16,5,4.16,0
SystemIdTest,4,1,42,0,0,2,0,0,2,2,0,0,0,0,2,0
XBLOMXBLElement,4,0,31,0,0,0,0,0,0,4,0,0,0,1,1,0
XBLOMTemplateElement,4,0,31,0,0,0,0,0,0,4,0,0,0,1,1,0
XBLOMImportElement,4,0,31,0,0,0,0,0,0,4,0,0,0,1,1,0
XBLOMHandlerGroupElement,4,0,31,0,0,0,0,0,0,4,0,0,0,1,1,0
XBLOMDefinitionElement,7,0,57,0,0,1,0,0,0,6,0,7,5,1,1.17,0
XBLOMElement,15,0.71,106,0,0,1,0,0,1,9,0,0,0,1,1.67,0
XBLOMContentElement,4,0,31,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGTextPoint,3,1,16,0,0,1,0,1,1,3,0,0,0,0,1,0
SVGTextContentSupport,21,0.55,258,0,0,4,1,0,0,12,1,0,0,0,1.75,0
SVGStyleSheetProcessingInstruction,9,0.17,79,0,0,5,4,0,1,6,3,0,0,0,1.5,0
PresentationAttributePaintValue,10,1,98,0,0,2,0,0,4,5,0,1,0,0,2,0
PresentationAttributeColorValue,10,1,97,0,0,2,0,0,4,5,0,1,0,0,2,0
PresentationAttributeValue,10,1,97,0,0,3,0,0,4,5,0,1,0,0,2,0
StyleDeclaration,18,1,119,0,0,4,1,0,1,8,1,0,0,0,2.25,0
OverrideStyleDeclaration,4,1,38,0,0,3,1,0,0,4,1,0,0,0,1,0
SVGPathSupport,3,0,54,0,0,2,1,0,0,3,1,0,0,0,1,0
SVGOMVKernElement,4,0,60,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMViewElement,14,0.03,168,0,0,1,0,0,4,14,0,0,0,5,1,0
SVGOMUseElement,19,0.04,218,0,0,1,0,0,7,18,0,3,2,8,1.06,0
SVGOMTSpanElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMTRefElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMToBeImplementedElement,8,0.67,83,0,0,0,0,0,1,8,0,0,0,1,1,0
SVGOMTitleElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMTextElement,21,0.02,191,0,0,4,4,0,5,18,2,0,0,6,1.17,0
SVGTextLength,3,1,14,0,0,0,0,0,0,2,0,0,0,0,1.5,0
SVGOMSymbolElement,17,0.02,178,0,0,2,0,0,4,17,0,0,0,5,1,0
SVGOMSwitchElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMSVGElement,80,0,811,0,0,16,1,0,9,75,1,2,1,10,1.07,0
SVGOMSubImageRefElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMSubImageElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
DOMCharacterDataModifiedListener,1,1,6,0,0,1,1,0,0,1,1,0,0,0,1,0
SVGOMStyleElement,23,0.08,208,0,0,4,1,0,4,15,1,0,0,2,1.53,0
SVGOMSolidColorElement,4,0,31,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMSetElement,4,0,74,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMScriptElement,11,0.06,126,0,0,0,0,0,3,11,0,0,0,4,1,0
SVGOMPolylineElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGPointShapeElement,8,0.4,83,0,0,1,0,0,2,8,0,2,2,2,1,0
SVGOMPolygonElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMPatternElement,27,0.03,350,0,0,3,0,0,12,27,0,0,0,12,1,0
SVGOMPathElement,35,0.03,887,0,0,2,0,0,2,35,0,2,2,3,1,0
SVGOMMultiImageElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMMissingGlyphElement,4,0,61,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMMetadataElement,4,0,32,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMMarkerElement,24,0.06,372,0,0,3,2,0,13,24,1,0,0,11,1,0
SVGOMLength,2,1,25,0,0,0,0,0,1,2,0,0,0,1,1,0
SVGOMHKernElement,4,0,60,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMHandlerElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMGlyphRefElement,20,0.05,202,0,0,0,0,0,2,20,0,0,0,3,1,0
SVGOMGlyphElement,4,0,69,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMGElement,4,0,32,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFontFaceUriElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFontFaceSrcElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFontFaceNameElement,4,0,52,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFontFaceFormatElement,4,0,52,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFontFaceElement,4,0,115,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFlowSpanElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowRootElement,4,0,31,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowRegionExcludeElement,4,0,31,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowRegionElement,4,0,31,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowRegionBreakElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowParaElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFlowLineElement,4,0,32,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMTextContentElement,26,0.02,288,0,0,7,1,0,5,25,1,1,0,4,1.04,0
SVGOMFlowDivElement,4,0,33,0,0,1,0,0,0,4,0,0,0,1,1,0
SVGOMFilterElement,23,0.04,339,0,0,2,0,0,11,23,0,0,0,11,1,0
SVGOMFEMorphologyElement,11,0.06,169,0,0,0,0,0,4,11,0,0,0,4,1,0
SVGOMFEMergeElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFEImageElement,15,0.05,173,0,0,1,0,0,5,15,0,0,0,6,1,0
SVGOMFEGaussianBlurElement,11,0.03,155,0,0,0,0,0,2,11,0,0,0,3,1,0
SVGOMFEFuncRElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFEFuncGElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFEFuncBElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFEFuncAElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMFEDiffuseLightingElement,12,0.07,182,0,0,0,0,0,4,12,0,0,0,5,1,0
SVGOMFEConvolveMatrixElement,19,0.03,292,0,0,0,0,0,6,19,0,0,0,6,1,0
UnitContext,7,0,53,0,0,2,1,0,0,8,1,0,0,2,0.88,0
TraitInformation,5,0,78,0,0,0,0,0,7,5,0,3,1,2,1,0
AnimAttrListener,2,1,31,0,0,1,1,0,0,2,1,0,0,0,1,0
SVGOMDescElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMDefsElement,4,0,34,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMDefinitionSrcElement,4,0,34,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMCursorElement,15,0.04,178,0,0,2,0,0,5,15,0,0,0,6,1,0
SVGOMURIReferenceElement,6,0.17,67,0,0,0,0,0,2,6,0,0,0,2,1,0
SVGOMColorProfileElement,25,0.08,183,0,0,0,0,0,1,11,0,0,0,2,2.27,0
SVGOMAnimateTransformElement,5,0,111,0,0,0,0,0,1,5,0,0,0,2,1,0
SVGOMAnimateMotionElement,5,0,118,0,0,0,0,0,1,5,0,0,0,2,1,0
SVGOMAnimateElement,4,0,90,0,0,0,0,0,0,4,0,0,0,1,1,0
AnimSVGTransformList,30,0.26,197,0,0,6,8,0,0,19,6,1,1,1,1.58,0
BaseSVGTransformList,11,0.43,104,0,0,6,6,0,2,8,3,1,1,0,1.38,0
AnimSVGRect,13,0.33,88,0,0,3,2,0,0,10,1,1,1,1,1.3,0
BaseSVGRect,15,0.4,137,0,0,6,6,0,1,12,3,3,1,0,1.25,0
SVGOMAnimatedRect,21,0.48,356,0,0,3,5,0,4,8,2,5,2,0,2.62,0
AnimSVGPARValue,9,0.19,63,0,0,3,2,0,0,8,1,1,1,2,1.12,0
BaseSVGPARValue,4,1,46,0,0,4,2,0,1,4,2,3,1,0,1,0
SVGOMAnimatedPreserveAspectRatio,25,0.54,251,0,0,6,4,0,3,9,3,3,2,0,2.78,0
AnimSVGPointList,26,0.25,173,0,0,6,9,0,0,17,6,1,1,1,1.53,0
BaseSVGPointList,11,0.43,104,0,0,6,6,0,2,8,3,1,1,0,1.38,0
SVGOMAnimatedPoints,27,0.54,439,0,0,6,3,0,4,9,2,6,4,0,3,0
AnimSVGPathSegList,46,0.23,329,1,1,14,42,0,1,18,14,1,1,1,2.56,0
NormalizedBaseSVGPathSegList,9,0.6,84,0,0,6,6,0,2,6,3,0,0,0,1.5,0
BaseSVGPathSegList,11,0.43,103,0,0,6,6,0,2,8,3,1,1,0,1.38,0
SVGOMAnimatedPathData,32,0.4,747,0,0,8,6,0,5,11,3,7,3,0,2.91,0
AnimSVGNumberList,27,0.28,179,0,0,7,8,0,0,18,7,1,1,2,1.5,0
BaseSVGNumberList,16,0.46,118,0,0,6,7,0,2,9,3,1,1,1,1.78,0
SVGOMAnimatedNumberList,27,0.54,465,0,0,5,3,0,5,9,2,3,2,0,3,0
SVGOMAnimatedNumber,25,0.69,182,0,0,2,1,0,6,11,1,0,0,0,2.27,0
AnimSVGAngle,14,0.36,97,0,0,4,3,0,0,11,2,2,1,0,1.27,0
BaseSVGAngle,10,0.83,67,0,0,4,6,0,0,5,2,3,1,0,2,0
AnimatedEnumeration,10,1,49,0,0,4,5,0,0,3,3,0,0,0,3.33,0
AnimatedAngle,4,0,22,0,0,3,2,0,0,2,1,4,1,0,2,0
SVGOMAnimatedMarkerOrientValue,17,0.33,406,0,0,1,0,0,8,11,0,2,1,2,1.55,0
AnimSVGLengthList,27,0.28,183,0,0,7,11,0,0,18,7,1,1,2,1.5,0
BaseSVGLengthList,17,0.46,125,0,0,6,8,0,2,9,3,1,1,1,1.89,0
SVGOMAnimatedLengthList,27,0.54,491,0,0,6,4,0,6,9,2,4,2,0,3,0
SVGOMAnimatedLength,2,1,34,0,0,0,0,0,1,2,0,0,0,1,1,0
SVGOMAnimatedInteger,21,0.69,154,0,0,2,1,0,5,10,1,0,0,0,2.1,0
SVGOMAnimatedEnumeration,32,0.65,208,0,0,3,1,0,6,13,1,1,1,0,2.46,0
SVGOMAnimationElement,20,0.01,182,0,0,3,0,0,2,19,0,1,1,2,1.05,0
SVGOMAnimateColorElement,4,0,90,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMAltGlyphItemElement,4,0,33,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGURIReferenceTextPositioningElement,6,0.17,68,0,0,0,0,0,2,6,0,0,0,2,1,0
SVGOMAltGlyphElement,9,0.1,107,0,0,0,0,0,1,9,0,0,0,2,1,0
SVGOMAltGlyphDefElement,4,0,34,0,0,0,0,0,0,4,0,0,0,1,1,0
SVGOMAnimatedString,14,0.46,94,0,0,2,1,0,1,9,1,0,0,0,1.56,0
SVGURIReferenceGraphicsElement,6,0.17,67,0,0,0,0,0,2,6,0,2,2,2,1,0
SVGLocatableSupport,13,0,144,0,0,4,1,0,0,7,1,0,0,0,1.86,0
SVGOMAnimatedBoolean,22,0.67,163,0,0,2,1,0,5,11,1,0,0,0,2,0
SVGOMAnimatedTransformList,27,0.54,462,0,0,5,2,0,4,9,1,3,2,0,3,0
VkernElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
ViewElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
UseElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
TspanElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
TrefElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
TitleElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
TextPathElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
TextElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
SymbolElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
SwitchElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
SvgElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
StyleElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
StopElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
SetElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,1,1,0
ScriptElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
RectElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
RadialGradientElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
PolylineElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
PolygonElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
PatternElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
PathElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
MpathElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
MissingGlyphElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
MetadataElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
MaskElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
MarkerElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
LinearGradientElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
LineElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
ImageElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
HkernElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
GlyphRefElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
GlyphElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
GElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
ForeignObjectElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FontFaceUriElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FontFaceSrcElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FontFaceNameElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FontFaceFormatElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FontFaceElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FontElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FilterElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeTurbulenceElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeTileElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeSpotLightElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeSpecularLightingElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FePointLightElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeOffsetElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeMorphologyElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeMergeNodeElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeMergeElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeImageElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeGaussianBlurElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeFuncBElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeFuncGElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeFuncRElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeFuncAElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeFloodElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
FeDistantLightElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeDisplacementMapElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeDiffuseLightingElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeConvolveMatrixElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeCompositeElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
FeComponentTransferElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeColorMatrixElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
FeBlendElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
EllipseElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
DescElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
DefsElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
DefinitionSrcElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
CursorElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
ColorProfileElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
ClipPathElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
CircleElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
AnimateTransformElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
AnimateMotionElementFactory,2,1,11,0,0,1,0,0,0,2,0,0,0,0,1,0
AnimateColorElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
AnimateElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
AltGlyphItemElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
AltGlyphDefElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
AltGlyphElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
AElementFactory,2,1,9,0,0,1,0,0,0,2,0,0,0,0,1,0
SVGStylableElement,40,0.02,746,0,0,12,3,0,5,20,3,2,2,4,2,0
SVGDescriptiveElement,6,0.17,47,0,0,1,0,0,0,6,0,0,0,0,1,0
SVGAnimationTargetContext,0,0,12,0,0,0,0,0,0,2,0,2,1,0,0,0
XBLEventSupport,64,0.11,423,1,1,6,4,0,3,13,1,21,8,0,4.92,0
DOMAttrModifiedListenerWrapper,2,1,27,0,0,2,0,0,1,2,0,0,0,0,1,0
DOMCharacterDataModifiedListenerWrapper,2,1,24,0,0,2,0,0,1,2,0,0,0,0,1,0
DOMSubtreeModifiedListenerWrapper,2,1,23,0,0,2,0,0,1,2,0,0,0,0,1,0
DOMNodeRemovedListenerWrapper,2,1,22,0,0,2,0,0,1,2,0,0,0,0,1,0
DOMNodeInsertedListenerWrapper,2,1,22,0,0,2,0,0,1,2,0,0,0,0,1,0
SVG12OMDocument,7,0.33,116,0,0,6,0,0,0,5,0,0,0,0,1.4,0
XBLShadowTreeElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
XBLImportElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
XBLHandlerGroupElementFactory,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
