,Name,CM,CC,CINT,MAXNESTING,NOAV,CYCLO,LOC,ATFD,FDP,LAA,label
23537,getNonQualifiedClassName,0,0,0,0,3,1,5,0,0,1,0
23538,getReferenceURL,0,0,0,1,8,2,10,0,0,1,0
23539,file2URL,0,0,0,2,2,1,7,0,0,1,0
23540,paint,0,0,0,0,6,1,17,0,0,1,0
23541,paint,0,0,0,1,16,2,40,0,0,1,0
23542,paint,0,0,0,0,1,1,24,0,0,1,0
23564,describe,0,0,5,2,7,3,19,0,0,1,0
23565,Point,1,1,0,0,8,1,6,0,0,1,0
23569,encodeEntities,0,0,0,6,13,7,19,0,0,1,0
23570,getGlyphAsSVG,0,0,2,1,22,8,86,0,0,1,0
23571,writeSvgBegin,0,0,0,0,4,1,9,0,0,1,0
23572,writeSvgDefsBegin,0,0,0,0,4,1,4,0,0,1,0
23573,writeSvgDefsEnd,0,0,0,0,4,1,4,0,0,1,0
23574,writeSvgEnd,0,0,0,0,4,1,4,0,0,1,0
23575,writeSvgTestCard,0,0,0,0,4,1,23,0,0,1,0
23576,chopUpStringBuffer,0,0,0,3,2,4,14,0,0,1,0
23577,midValue,0,0,0,0,2,1,3,0,0,1,0
23578,parseArgs,0,0,0,4,5,7,16,0,0,1,0
23579,usage,0,0,0,0,2,1,3,0,0,1,0
23580,getEntry,1,1,0,0,2,1,3,0,0,1,0
23621,toString,0,0,2,1,6,3,14,0,0,1,0
23622,init,1,1,2,3,9,7,28,0,0,1,0
23642,toString,0,0,0,0,17,1,21,0,0,1,0
23655,init,1,1,0,2,8,5,20,0,0,1,0
23656,getAdvanceWidth,2,2,0,1,3,3,10,0,0,1,0
23657,getLeftSideBearing,1,1,0,1,4,3,10,0,0,1,0
23658,getType,0,0,0,0,1,1,3,0,0,1,0
23659,init,1,1,0,2,8,5,20,0,0,1,0
23660,getOffset,1,1,0,1,3,2,6,0,0,1,0
23678,highestGlyphNameIndex,0,0,0,2,4,3,9,0,0,1,0
23679,getGlyphName,2,1,0,2,5,3,9,0,0,1,0
23680,getType,0,0,0,0,1,1,3,0,0,1,0
23692,CmapFormat,0,0,0,0,3,1,4,0,0,1,0
23693,create,1,1,0,2,2,5,13,0,0,1,0
23700,toString,1,1,0,0,3,1,9,0,0,1,0
23701,read,0,0,0,2,4,7,24,0,0,1,0
23702,getType,0,0,0,0,1,1,3,0,0,1,0
23709,read,1,1,0,2,4,3,11,0,0,1,0
23711,LangSys,1,1,0,1,6,2,9,0,0,1,0
23712,isFeatureIndexed,1,1,0,2,4,3,8,0,0,1,0
23713,Feature,1,1,0,1,6,2,9,0,0,1,0
23722,read,1,1,0,2,4,3,19,0,0,1,0
23728,read,0,0,0,2,3,3,10,0,0,1,0
23729,ClassDefFormat1,0,0,0,1,5,2,8,0,0,1,0
23730,getFormat,0,0,0,0,0,1,3,0,0,1,0
23731,ClassDefFormat2,0,0,0,1,4,2,7,0,0,1,0
23732,getFormat,0,0,0,0,0,1,3,0,0,1,0
23733,RangeRecord,2,2,0,0,4,1,5,0,0,1,0
23734,isInRange,0,0,0,0,3,2,3,0,0,1,0
23735,getCoverageIndex,1,1,0,1,3,2,6,0,0,1,0
23736,CmapFormat0,0,0,0,3,6,4,12,0,0,1,0
23744,CmapFormat4,0,0,0,2,21,9,36,0,0,1,0
23745,getFirst,0,0,0,0,1,1,1,0,0,1,0
23746,getLast,0,0,0,0,1,1,1,0,0,1,0
23747,mapCharCode,0,0,0,5,10,7,40,0,0,1,0
23748,toString,0,0,0,0,8,1,20,0,0,1,0
23749,intToStr,0,0,0,2,5,3,13,0,0,1,0
23758,toString,1,1,0,3,5,11,32,0,0,1,0
23762,getOffset,17,17,0,0,1,1,3,0,0,1,0
23763,getTag,2,2,0,0,1,1,3,0,0,1,0
23764,toString,0,0,0,0,4,1,14,0,0,1,0
23773,findGlyph,0,0,1,2,5,3,9,0,0,1,0
23774,getType,0,0,0,0,1,1,3,0,0,1,0
23775,getValues,0,0,0,0,1,1,3,0,0,1,0
23776,Device,0,0,0,3,7,8,21,0,0,1,0
23782,readInstructions,0,0,0,1,4,2,6,0,0,1,0
23783,readInstructions,0,0,0,1,4,2,6,0,0,1,0
23784,GlyfCompositeComp,1,1,0,3,21,6,42,0,0,1,0
23812,GlyfSimpleDescript,1,1,0,1,10,2,21,0,0,1,0
23820,readCoords,0,0,0,3,13,9,33,0,0,1,0
23821,readFlags,0,0,0,4,8,4,16,0,0,1,0
23827,LookupList,1,1,0,1,8,3,12,0,0,1,0
23828,KernSubtableFormat0,0,0,0,1,7,2,10,0,0,1,0
23840,LigatureSet,1,1,0,1,7,3,13,0,0,1,0
23841,read,1,1,0,1,4,2,9,0,0,1,0
23842,LigatureSubstFormat1,0,0,0,1,9,3,14,0,0,1,0
23843,getFormat,0,0,0,0,0,1,3,0,0,1,0
23844,Lookup,1,1,1,1,10,3,14,0,0,1,0
23854,loadString,1,1,0,5,16,9,32,0,0,1,0
23855,Panose,1,1,0,0,11,1,12,0,0,1,0
23866,toString,1,1,0,0,11,1,14,0,0,1,0
23873,substitute,0,0,1,1,4,2,7,0,0,1,0
23874,SingleSubstFormat2,0,0,0,1,7,2,10,0,0,1,0
23879,run,0,0,2,3,10,5,27,0,0,1,0
23880,printUsage,0,0,2,0,5,1,10,0,0,1,0
23910,getTranscoder,1,1,0,4,6,5,20,0,0,1,0
23911,getValues,0,0,0,0,4,1,3,0,0,1,0
23912,readResolve,0,0,0,2,9,5,14,0,0,1,0
23913,Main,3,3,0,0,3,1,6,0,0,1,0
23914,error,0,0,0,0,3,1,4,0,0,1,0
23915,toString,0,0,0,1,5,3,10,0,0,1,0
23916,validateConverterConfig,0,0,0,0,0,1,2,0,0,1,0
23917,expandSources,0,0,0,1,8,3,19,0,0,1,0
23918,main,0,0,0,0,1,1,4,0,0,1,0
23919,proceedWithComputedTask,0,0,0,0,3,1,5,0,0,1,0
23920,proceedWithSourceTranscoding,0,0,0,0,4,1,6,0,0,1,0
23921,proceedOnSourceTranscodingFailure,0,0,0,0,3,1,6,0,0,1,0
23922,onSourceTranscodingSuccess,0,0,0,0,2,1,4,0,0,1,0
23950,setSources,18,7,0,2,3,4,17,0,0,1,0
23974,execute,6,6,0,1,11,7,47,0,0,1,0
23975,computeDstFiles,0,0,0,2,12,5,45,0,0,1,0
23976,computeSources,0,0,0,2,7,4,27,0,0,1,0
23977,getFileNRef,0,0,0,2,3,3,12,0,0,1,0
23978,computeTranscodingHints,0,0,0,3,45,21,108,0,0,1,1
23979,createOutputDir,0,0,0,3,5,5,28,0,0,1,0
23980,isWriteable,0,0,0,3,1,3,18,0,0,1,0
23981,handleOption,0,0,0,1,4,3,8,0,0,1,0
23999,parseRect,0,0,0,4,12,10,37,0,0,1,0
24001,handleOption,0,0,0,1,3,2,7,0,0,1,0
24003,parseARGB,0,0,0,4,11,11,34,0,0,1,0
24025,getURI,0,0,0,2,4,3,11,0,0,1,0
24031,SVGConverterURLSource,1,1,2,1,10,9,41,0,0,1,0
24040,MainTest,0,0,0,1,1,2,512,0,0,1,0
24046,makeArgsArray,0,0,0,1,5,2,9,0,0,1,0
24049,runImpl,0,0,1,1,5,3,27,0,0,1,0
24050,makeArgsArray,0,0,0,1,5,2,9,0,0,1,0
24053,runImpl,0,0,1,3,5,8,35,0,0,1,0
24055,SVGConverterTest,0,0,0,0,32,1,376,0,0,1,0
24075,makeHintsString,0,0,0,1,4,2,13,0,0,1,0
24082,getName,0,0,0,2,2,4,11,0,0,1,0
24089,runImpl,0,0,2,1,3,2,13,0,0,1,0
24090,runImplBasic,0,0,0,0,0,1,3,0,0,1,0
24151,runImpl,0,0,1,2,7,3,18,0,0,1,0
24152,getName,0,0,0,1,2,4,12,0,0,1,0
24153,setName,1,1,0,1,2,3,7,0,0,1,0
24154,getChildrenTests,1,1,0,0,2,1,5,0,0,1,0
24164,addDescriptionEntry,0,0,0,1,4,2,13,0,0,1,0
24165,getDescription,0,0,0,2,13,7,40,0,0,1,0
24166,addReport,1,1,0,1,2,2,8,0,0,1,0
24167,getChildrenReports,0,0,0,0,3,1,6,0,0,1,0
24179,runImpl,0,0,1,3,22,7,85,0,0,1,1
24180,sort,0,0,0,3,6,5,15,0,0,1,0
24181,runRef,0,0,0,2,3,4,12,0,0,1,0
24191,runImpl,0,0,1,1,5,3,12,0,0,1,0
24193,runOp,0,0,0,1,7,2,28,0,0,1,0
24194,setPrintWriter,0,0,0,0,2,1,3,0,0,1,0
24195,processReport,0,0,0,2,8,2,19,0,0,1,0
24196,printValue,0,0,0,1,3,2,9,0,0,1,0
24218,doSomething,0,0,1,1,6,4,18,0,0,1,0
24226,formatMessage,3,2,1,0,3,1,3,0,0,1,0
24227,buildObject,2,2,0,4,22,10,58,0,0,1,0
24228,configureObject,0,0,0,5,17,8,37,0,0,1,0
24229,setObjectProperty,0,0,0,7,13,6,39,0,0,1,0
24230,getDeclaredConstructor,0,0,0,4,7,9,25,0,0,1,0
24231,buildArgument,0,0,0,2,8,3,28,0,0,1,0
24232,getClassDefiningElement,0,0,0,3,5,6,20,0,0,1,0
24234,XMLTestReportProcessor,0,0,0,0,2,1,3,0,0,1,0
24235,processReport,0,0,2,2,16,3,55,0,0,1,0
24236,checkDirectory,0,0,0,3,3,4,18,0,0,1,0
24237,initializeReportDirectories,0,0,0,0,17,1,32,0,0,1,0
24238,makeTwoDigits,0,0,0,1,1,2,8,0,0,1,0
24239,getReportDirectory,0,0,0,0,1,1,3,0,0,1,0
24240,getReportResourcesDirectory,0,0,0,0,1,1,3,0,0,1,0
24241,processReport,0,0,6,2,19,8,50,0,0,1,0
24242,createResourceFileForName,0,0,0,1,3,2,9,0,0,1,0
24243,createResourceFileForName,0,0,0,1,6,3,18,0,0,1,0
24244,copy,0,0,0,1,6,2,13,0,0,1,0
24245,serializeReport,0,0,0,0,5,1,17,0,0,1,0
24246,serializeElement,0,0,0,3,15,5,33,0,0,1,0
24247,serializeAttributes,0,0,0,2,9,3,15,0,0,1,0
24248,encode,0,0,0,0,12,1,9,0,0,1,0
24249,replace,0,0,0,1,5,2,9,0,0,1,0
24251,loadTestSuite,1,1,0,0,3,1,5,0,0,1,0
24252,loadTestSuiteDocument,0,0,0,2,7,1,24,0,0,1,0
24253,buildTestSuite,0,0,2,5,15,7,36,0,0,1,0
24254,buildTest,0,0,1,2,9,1,20,0,0,1,0
24255,extractTestReportProcessor,0,0,0,4,11,7,26,0,0,1,0
24256,buildProcessor,0,0,0,2,6,1,15,0,0,1,0
24257,buildTestRunTestSuite,0,0,3,2,14,4,28,0,0,1,0
24258,getChildrenByTagName,0,0,0,4,11,7,27,0,0,1,0
24259,run,2,2,0,0,3,1,5,0,0,1,0
24260,runTest,0,0,2,2,5,1,16,0,0,1,0
24261,processReport,0,0,1,2,9,2,19,0,0,1,0
24262,run,0,0,3,2,12,6,49,0,0,1,0
24263,main,0,0,1,3,18,3,65,0,0,1,0
24265,filter,0,0,0,0,1,1,3,0,0,1,0
24266,IdBasedTestFilter,1,1,0,0,4,1,6,0,0,1,0
24267,traceUnusedIds,1,1,0,2,5,5,13,0,0,1,0
24268,filterTestSuite,0,0,2,2,5,4,9,0,0,1,0
24269,filter,1,1,2,2,4,4,25,0,0,1,0
24270,isRequestedId,0,0,0,1,4,3,34,0,0,1,0
24271,XMLTestSuiteRunnerValidator,0,0,0,0,2,1,35,0,0,1,0
24272,XMLTestSuiteRunnerTest,1,1,0,2,9,4,14,0,0,1,0
24273,runImpl,0,0,4,2,17,3,55,0,0,1,0
24274,arrayToString,0,0,0,2,4,4,13,0,0,1,0
24275,reportIdsToString,0,0,2,3,4,4,19,0,0,1,0
24276,appendReportIds,0,0,2,3,4,4,15,0,0,1,0
24277,loadDummyTestRun,0,0,0,0,3,1,8,0,0,1,0
24278,checkTestReport,0,0,0,3,6,5,27,0,0,1,0
24279,XSLXMLReportConsumer,0,0,0,0,6,1,5,0,0,1,0
24280,onNewReport,0,0,0,0,5,1,8,0,0,1,0
24281,createNewReportOutput,0,0,0,0,4,1,5,0,0,1,0
24282,checkDirectory,0,0,0,3,3,4,18,0,0,1,0
24283,beforeClass,0,0,0,0,3,1,9,0,0,1,0
24284,data,0,0,0,0,0,1,3,0,0,1,0
24285,getTests,0,0,1,0,6,1,22,0,0,1,0
24286,addTests,1,0,1,2,4,4,13,0,0,1,0
24287,getId,0,0,2,1,2,3,7,0,0,1,0
24288,JUnitRunnerTestCase,0,0,0,0,2,1,3,0,0,1,0
24289,test,0,0,2,1,4,2,9,0,0,1,0
24290,resolveURL,0,0,0,3,2,2,18,0,0,1,0
24291,ImageCompareTest,2,2,0,0,4,1,4,0,0,1,0
24292,initURLs,0,0,0,1,4,3,12,0,0,1,0
24293,rumImpl,0,0,1,2,29,4,66,0,0,1,1
24294,buildCompareImage,0,0,0,0,6,1,15,0,0,1,0
24295,imageToFile,0,0,2,1,5,1,17,0,0,1,0
24296,makeRandomFileName,0,0,0,0,3,1,6,0,0,1,0
24297,buildDiffImage,0,0,0,4,21,9,54,0,0,1,0
24298,compare,0,0,0,1,4,4,10,0,0,1,0
24299,getImage,0,0,1,1,6,3,19,0,0,1,0
24300,getRestricted,0,0,0,0,1,1,3,0,0,1,0
24301,setRestricted,1,1,0,0,2,1,3,0,0,1,0
24302,setScripts,2,2,0,0,2,1,3,0,0,1,0
24317,setId,2,2,0,2,4,3,12,0,0,1,0
24318,resolveURL,0,0,0,3,2,2,18,0,0,1,0
24319,runImpl,0,0,1,1,14,1,60,0,0,1,0
24320,isMatch,0,0,0,2,2,3,9,0,0,1,0
24323,SelfContainedSVGOnLoadTest,0,0,0,0,0,1,2,0,0,1,0
24324,resolveURL,0,0,0,3,2,2,18,0,0,1,0
24325,runImpl,0,0,9,2,40,7,123,0,0,1,1
24326,buildUserAgent,0,0,0,0,0,1,3,0,0,1,0
24330,encode,0,0,2,1,8,2,16,0,0,1,0
24345,getTestImageTranscoder,0,0,1,1,12,3,22,0,0,1,0
24346,getTempDirectory,0,0,0,2,2,4,14,0,0,1,0
24347,AbstractRenderingAccuracyTest,0,0,0,0,2,1,3,0,0,1,0
24348,AbstractRenderingAccuracyTest,0,0,0,0,0,1,2,0,0,1,0
24349,setConfig,0,0,0,1,4,3,12,0,0,1,0
24350,resolveURL,0,0,0,3,2,2,18,0,0,1,0
24354,addVariationURL,2,2,0,2,2,2,10,0,0,1,0
24359,compare,0,0,0,1,4,4,10,0,0,1,0
24360,saveImage,0,0,0,1,3,2,11,0,0,1,0
24361,saveImage,0,0,2,0,3,1,5,0,0,1,0
24362,buildDiffImage,1,1,0,4,21,9,52,0,0,1,0
24363,getImage,0,0,0,0,1,1,3,0,0,1,0
24364,getImage,0,0,1,1,7,3,21,0,0,1,0
24365,makeCompareImage,0,0,0,0,6,1,15,0,0,1,0
24366,imageToFile,0,0,0,1,5,2,17,0,0,1,0
24367,getURLFile,0,0,0,2,3,3,15,0,0,1,0
24368,makeTempFileName,0,0,0,1,4,2,11,0,0,1,0
24369,getNextTempFileName,0,0,0,1,2,2,10,0,0,1,0
24370,getNextTempFileName,0,0,0,1,5,3,18,0,0,1,0
24371,makeRandomFileName,0,0,0,0,3,1,6,0,0,1,0
24384,setFile,0,0,0,0,5,1,15,0,0,1,0
24388,buildRefImgURL,0,0,0,0,3,1,3,0,0,1,0
24391,buildVariationURLs,0,0,0,1,7,2,11,0,0,1,0
24401,breakSVGFile,0,0,0,2,7,6,31,0,0,1,0
24418,setId,0,0,0,1,8,3,25,0,0,1,0
24419,buildRefImgURL,0,0,0,0,4,1,3,0,0,1,0
24420,buildVariationURLs,0,0,0,1,8,2,12,0,0,1,0
24439,setId,0,0,0,1,9,5,33,0,0,1,0
24440,resolveURL,0,0,0,3,5,4,33,0,0,1,0
24441,buildSVGURL,0,0,0,0,4,1,4,0,0,1,0
24442,buildRefImgURL,0,0,0,0,4,1,3,0,0,1,0
24443,buildVariationURLs,0,0,0,1,8,2,12,0,0,1,0
24444,buildSaveVariationFile,0,0,0,0,4,1,3,0,0,1,0
24445,buildCandidateReferenceFile,0,0,0,0,4,1,3,0,0,1,0
24446,InternalPNGTranscoder,1,1,0,0,0,0,0,0,0,1,0
24447,transcode,0,0,0,0,3,1,4,0,0,1,0
24448,SVGRenderingAccuracyTestValidator,0,0,0,0,0,1,11,0,0,1,0
24449,createSVGSourceURL,7,7,0,0,4,1,8,0,0,1,0
24450,createValidReferenceImage,6,6,1,0,7,1,18,0,0,1,0
24451,InvalidSVGURL,1,1,0,0,0,0,0,0,0,1,0
24452,runImpl,0,0,0,0,5,1,18,0,0,1,0
24454,runImpl,0,0,0,0,6,1,15,0,0,1,0
24456,runImpl,0,0,0,0,5,1,19,0,0,1,0
24458,runImpl,0,0,0,0,7,1,21,0,0,1,0
24460,runImpl,0,0,0,0,6,1,23,0,0,1,0
24462,runImpl,0,0,0,0,6,1,17,0,0,1,0
24470,manipulateSVGDocument,0,0,0,1,11,2,23,0,0,1,0
24477,breakWMFFile,0,0,0,2,6,5,31,0,0,1,0
24480,setFile,0,0,0,0,9,1,14,0,0,1,0
24483,setSaveSVG,0,0,0,0,2,1,3,0,0,1,0
24488,main,0,0,0,3,15,3,32,0,0,1,0
24489,getImage,0,0,0,1,5,3,11,0,0,1,0
24490,getImageDimension,0,0,0,0,3,1,8,0,0,1,0
24491,getImage,0,0,0,7,32,18,114,0,0,1,1
24492,getCharacterIterator,0,0,0,0,3,1,3,0,0,1,0
24493,getCharacterIterator,0,0,0,0,4,1,5,0,0,1,0
24494,setRecordStore,0,0,0,1,2,2,7,0,0,1,0
24495,getRecordStore,0,0,0,0,1,1,3,0,0,1,0
24496,addObject,0,0,1,0,3,1,3,0,0,1,0
24497,addObjectAt,0,0,1,0,4,1,3,0,0,1,0
24498,WMFFont,0,0,0,0,4,1,4,0,0,1,0
24499,WMFFont,2,2,0,0,16,1,11,0,0,1,0
24500,WMFRecordStore,1,1,0,0,0,1,4,0,0,1,0
24501,reset,0,0,0,0,10,1,12,0,0,1,0
24510,AbstractWMFReader,0,0,0,0,11,1,13,0,0,1,0
24511,AbstractWMFReader,0,0,0,0,4,1,5,0,0,1,0
24512,readShort,0,0,0,0,4,1,8,0,0,1,0
24513,readInt,0,0,0,0,3,1,9,0,0,1,0
24528,getRectangleUnits,0,0,0,0,5,1,4,0,0,1,0
24529,getRectanglePixel,0,0,0,0,11,1,10,0,0,1,0
24530,getRectangleInch,0,0,0,0,10,1,10,0,0,1,0
24542,read,1,1,0,2,27,6,61,0,0,1,0
24544,getNumObjects,1,1,0,0,1,1,3,0,0,1,0
24545,GdiObject,2,2,0,0,5,1,5,0,0,1,0
24546,clear,2,2,0,0,2,1,4,0,0,1,0
24547,Setup,4,2,0,0,5,1,5,0,0,1,0
24582,getTexture,0,0,0,2,5,3,11,0,0,1,0
24583,getTexture,1,1,0,2,6,3,11,0,0,1,0
24584,getTexture,1,1,0,2,7,3,11,0,0,1,0
24585,createTexture,0,0,0,7,23,16,50,0,0,1,0
24586,ColoredTexture,2,1,0,0,6,1,5,0,0,1,0
24587,WMFHeaderProperties,0,0,0,0,2,1,7,0,0,1,0
24588,WMFHeaderProperties,0,0,0,0,0,1,3,0,0,1,0
24589,closeResource,0,0,0,2,1,2,6,0,0,1,0
24590,setFile,0,0,0,0,2,1,5,0,0,1,0
24591,reset,0,0,0,0,23,1,25,0,0,1,0
24599,resetBounds,0,0,0,2,15,15,27,0,0,1,0
24600,resizeBounds,0,0,0,2,6,9,11,0,0,1,0
24601,resizeImageBounds,0,0,0,2,6,9,11,0,0,1,0
24602,paint,0,0,0,2,7,6,14,0,0,1,0
24603,paintWithPen,0,0,0,2,6,4,12,0,0,1,0
24604,getVerticalAlignmentValue,0,0,0,2,4,3,5,0,0,1,0
24605,WMFPainter,0,0,0,0,2,1,3,0,0,1,0
24606,getPaint,0,0,0,0,7,1,7,0,0,1,0
24607,fillTextBackground,0,0,0,2,17,5,27,0,0,1,0
24608,drawPolyPolygon,0,0,0,0,4,1,6,0,0,1,0
24609,fillPolyPolygon,0,0,0,1,6,2,13,0,0,1,0
24610,getHorizontalAlignement,0,0,0,2,5,3,8,0,0,1,0
24611,paint,0,0,0,2,9,7,19,0,0,1,0
24612,paintWithPen,0,0,0,2,7,4,10,0,0,1,0
24613,getVerticalAlignmentValue,0,0,0,2,4,3,5,0,0,1,0
24630,JSVG,0,0,1,1,3,2,28,0,0,1,0
24635,main,0,0,0,2,6,1,13,0,0,1,0
24636,init,0,0,0,3,8,6,43,0,0,1,0
24659,getSourceFiles,0,0,0,3,14,6,46,0,0,1,0
24660,getResultType,0,0,0,4,5,5,12,0,0,1,0
24661,allowedToSetQuality,0,0,1,1,2,2,6,0,0,1,0
24662,getQuality,0,0,0,1,0,3,6,0,0,1,0
24663,getAreaOfInterest,0,0,0,2,7,6,29,0,0,1,0
24664,getBackgroundColor,0,0,0,3,7,11,34,0,0,1,0
24665,getParserClassName,0,0,0,1,5,3,12,0,0,1,0
24679,encode,3,3,8,7,35,40,186,1,1,0.99,1
24680,printAttlist,0,0,10,2,32,41,245,1,1,0.99,1
24681,printEntityDeclaration,0,0,2,3,18,29,157,1,1,0.98,1
24682,printDoctype,0,0,9,7,41,55,289,2,1,0.98,1
24683,Os2Table,1,1,1,0,35,1,37,1,1,0.97,0
24684,printXMLDecl,0,0,5,5,28,44,210,3,1,0.97,1
24685,printElement,0,0,6,4,25,17,110,1,1,0.97,1
24686,doPathLayout,0,0,13,3,43,23,203,1,1,0.96,1
24687,run,0,0,3,7,22,18,136,1,1,0.96,1
24688,initializeAnimation,1,1,12,2,20,13,74,2,2,0.96,1
24689,transcode,0,0,15,4,45,17,118,2,1,0.95,1
24690,initialise,0,0,0,4,22,8,81,1,1,0.95,1
24691,checkSelectGesture,0,0,9,8,15,21,91,1,1,0.94,1
24692,SVGGVTFont,1,1,2,1,34,2,29,1,1,0.94,0
24693,HeadTable,1,1,1,0,19,1,20,1,1,0.94,0
24694,PostTable,1,1,1,3,19,6,32,1,1,0.94,0
24695,parse_IHDR_chunk,0,0,6,4,50,55,193,6,3,0.94,1
24696,buildMarkerGroup,0,0,0,1,10,10,31,1,1,0.94,0
24697,mouseReleased,0,0,4,2,17,6,40,1,1,0.94,0
24698,run,0,0,3,2,14,4,47,1,1,0.94,0
24699,Script,1,1,1,2,9,6,24,1,1,0.94,0
24700,installSVGDocument,1,0,5,2,28,15,72,2,1,0.94,1
24701,MaxpTable,1,1,1,0,17,1,18,1,1,0.94,0
24702,loadScript,1,1,13,10,47,41,216,1,1,0.93,1
24703,parse_sBIT_chunk,0,0,2,2,14,8,25,1,1,0.93,0
24704,TextRun,1,1,1,3,20,6,37,1,1,0.93,0
24705,gvtBuildCompleted,0,0,7,2,10,5,22,1,1,0.93,0
24706,readRecords,0,0,1,5,203,78,463,5,2,0.93,1
24707,computeGlyphLogicalBounds,0,0,2,6,46,32,161,1,1,0.92,1
24708,linkActivated,0,0,7,3,14,5,26,1,1,0.92,0
24709,getNext,1,1,2,2,6,6,19,1,1,0.92,0
24710,HheaTable,1,1,1,1,15,2,18,1,1,0.92,0
24711,compareTo,0,0,2,3,9,7,30,1,1,0.92,0
24712,DOMViewer,1,1,7,1,14,2,50,1,1,0.92,0
24713,TableDirectory,1,1,1,3,11,5,25,1,1,0.92,0
24714,JSVGViewerFrame,2,1,14,5,75,11,303,2,2,0.91,1
24715,parseStyleDeclaration,5,2,3,3,17,4,24,1,1,0.91,0
24716,repaint,1,1,5,3,8,8,39,1,1,0.91,0
24717,getGlyphMetrics,0,0,1,1,16,2,28,1,1,0.91,0
24718,getGlyphOutline,0,0,1,2,13,3,50,1,1,0.91,0
24719,getGlyphVisualBounds,0,0,1,2,13,3,30,1,1,0.91,0
24720,toggleOverlay,1,1,3,1,4,3,15,1,1,0.91,0
24721,paint,1,1,18,4,316,105,845,19,5,0.91,1
24722,addDOMListeners,1,1,4,0,11,1,37,1,1,0.9,0
24723,initializeAnimation,0,0,4,2,13,5,31,2,2,0.9,0
24724,addDOMListeners,0,0,5,0,12,1,42,1,1,0.9,0
24725,AWTGVTGlyphVector,4,1,3,1,24,2,30,2,1,0.9,0
24726,Main,0,0,1,1,15,2,41,1,1,0.9,0
24727,setDocument,2,1,1,2,9,4,24,1,1,0.9,0
24728,mousePressed,0,0,0,1,10,2,17,1,1,0.9,0
24729,JSVGScrollPane,1,1,6,0,16,1,47,1,1,0.9,0
24730,toSVG,1,1,2,2,27,12,81,1,1,0.9,1
24731,initializeLiveAttributes,0,0,2,1,19,3,61,1,1,0.89,0
24732,propagateChanges,0,0,5,4,29,27,92,1,1,0.89,1
24733,getSensitiveBounds,0,0,4,6,17,15,55,2,1,0.89,0
24734,getSensitiveArea,2,1,4,6,17,15,54,2,1,0.89,0
24735,update,0,0,0,3,21,8,45,1,1,0.89,0
24736,getBounds2D,0,0,1,3,11,9,29,1,1,0.89,0
24737,parse_cHRM_chunk,0,0,0,1,6,4,30,1,1,0.89,0
24738,parse_tRNS_chunk,0,0,5,5,34,17,77,5,2,0.89,1
24739,CSSMediaPanel,2,1,3,0,20,1,51,1,1,0.89,0
24740,updateRenderingTransform,0,0,3,1,23,4,85,1,1,0.89,0
24741,recycleTopLevelGroup,0,0,0,1,11,2,25,1,1,0.89,0
24742,FeatureList,1,1,1,1,7,3,12,1,1,0.89,0
24743,ScriptList,1,1,1,1,7,3,12,1,1,0.89,0
24744,nonCSSPresentationalHintUpdated,0,0,12,4,41,19,86,2,2,0.88,1
24745,check,1,1,1,2,6,4,13,1,1,0.88,0
24746,initializeLiveAttributes,0,0,2,1,19,2,40,1,1,0.88,0
24747,setSize,1,1,4,3,7,5,18,1,1,0.88,0
24748,dispatchSVGLoadEvent,1,1,2,2,8,3,13,1,1,0.88,0
24749,update,6,6,0,3,24,10,58,1,1,0.88,0
24750,getGlyphMetrics,0,0,5,2,6,5,25,1,1,0.88,0
24751,setGlyphTransform,0,0,1,1,8,3,11,1,1,0.88,0
24752,parse_bKGD_chunk,0,0,0,3,24,11,57,5,3,0.88,0
24753,checkSomething,0,0,4,2,10,3,20,1,1,0.88,0
24754,setGraphicsNode,4,1,3,1,14,2,21,1,1,0.88,0
24755,run,0,0,1,1,8,2,6,1,1,0.88,0
24756,toSVGEllipse,0,0,1,4,13,9,36,1,1,0.88,0
24757,runImpl,0,0,5,2,11,3,33,1,1,0.88,0
24758,getCheckedValue,10,8,4,3,14,10,37,4,2,0.87,0
24759,parse_sRGB_chunk,0,0,3,2,11,4,37,2,2,0.87,0
24760,updateRangeInfo,0,0,6,4,15,10,43,3,1,0.86,0
24761,propertyRemoved,0,0,6,2,7,3,13,1,1,0.86,0
24762,EventbaseTimingSpecifier,1,1,1,1,11,2,13,1,1,0.86,0
24763,inlineStyleAttributeUpdated,0,0,8,5,41,29,99,3,2,0.86,1
24764,getEventListeners,3,2,0,1,6,3,11,1,1,0.86,0
24765,getItem,0,0,3,2,10,6,20,1,1,0.86,0
24766,handleElement,0,0,5,2,6,4,16,1,1,0.86,0
24767,rebuildACI,0,0,3,1,11,6,32,2,1,0.86,0
24768,remove,0,0,1,2,4,3,17,1,1,0.86,0
24769,parse,0,0,2,2,9,1,13,1,1,0.86,0
24770,gotoY,1,1,2,1,6,3,8,1,1,0.86,0
24771,Main,0,0,6,0,66,1,196,1,1,0.86,0
24772,printCharacterData,1,1,1,2,10,6,27,1,1,0.86,0
24773,runImpl,0,0,5,4,28,12,59,1,1,0.86,0
24774,check,1,1,0,2,8,5,19,2,1,0.85,0
24775,check,2,1,0,2,8,5,19,2,1,0.85,0
24776,check,1,1,0,2,8,5,19,2,1,0.85,0
24777,check,1,1,0,2,8,5,19,2,1,0.85,0
24778,check,2,2,0,2,8,5,19,2,1,0.85,0
