Name,LOC,CYCLO,MAXNESTING,NOAV,ATFD,LAA,FDP,BrainMethod
jjtAccept,3,1,0,2,0,1,0,0
ASTWhileLoop,3,1,0,0,0,1,0,0
isDestructuring,3,1,0,1,0,1,0,0
getInitializer,7,2,1,0,0,1,0,0
getTarget,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTVariableInitializer,3,1,0,0,0,1,0,0
isPostfix,3,1,0,1,0,1,0,0
isPrefix,3,1,0,1,0,1,0,0
getOperand,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTUnaryExpression,8,2,1,1,0,1,0,0
getFinallyBlock,6,2,1,0,0,1,0,0
hasFinally,3,1,0,1,0,1,0,0
isFinally,3,1,0,0,0,1,0,0
getCatchClause,6,2,1,1,0,1,0,0
getNumCatchClause,3,1,0,1,0,1,0,0
hasCatch,3,1,0,0,0,1,0,0
isCatch,3,1,0,0,0,1,0,0
getTryBlock,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTTryStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTThrowStatement,3,1,0,0,0,1,0,0
getSwitchCase,3,1,0,1,0,1,0,0
getNumCases,3,1,0,1,0,1,0,0
getExpression,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTSwitchStatement,3,1,0,0,0,1,0,0
getStatement,7,2,1,1,0,1,0,0
getNumStatements,4,2,1,1,0,1,0,0
getExpression,7,2,1,0,0,1,0,0
isDefault,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTSwitchCase,3,1,0,0,0,1,0,0
isDoubleQuoted,3,1,0,0,0,1,0,0
isSingleQuoted,3,1,0,0,0,1,0,0
getQuoteCharacter,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTStringLiteral,4,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTScope,3,1,0,0,0,1,0,0
hasResult,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTReturnStatement,3,1,0,0,0,1,0,0
getFlags,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTRegExpLiteral,4,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTPropertyGet,4,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTParenthesizedExpression,3,1,0,0,0,1,0,0
isSetter,3,1,0,1,0,1,0,0
isGetter,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTObjectProperty,3,1,0,0,0,1,0,0
getNumber,3,1,0,1,0,1,0,0
normalizeHexIntegerLiteral,6,3,1,1,0,1,0,0
getNormalizedImage,9,3,1,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTNumberLiteral,4,1,0,1,0,1,0,0
setTrailingCommaExists,3,1,0,0,0,1,0,0
setTrailingComma,3,1,0,1,0,1,0,0
isTrailingComma,3,1,0,0,0,1,0,0
isDestructuring,3,1,0,1,0,1,0,0
getObjectProperty,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTObjectLiteral,3,1,0,0,0,1,0,0
getInitializer,3,1,0,0,0,1,0,0
hasInitializer,3,1,0,1,0,1,0,0
hasArguments,3,1,0,0,0,1,0,0
getArgument,3,1,0,1,0,1,0,0
getNumArguments,3,1,0,1,0,1,0,0
getTarget,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTNewExpression,3,1,0,0,0,1,0,0
isConst,3,1,0,1,0,1,0,0
isLet,3,1,0,1,0,1,0,0
isVar,3,1,0,1,0,1,0,0
getVariableInitializer,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTVariableDeclaration,4,1,0,1,0,1,0,0
getBody,7,2,1,0,0,1,0,0
hasBody,3,1,0,1,0,1,0,0
getVariables,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLetNode,3,1,0,0,0,1,0,0
getStatement,3,1,0,0,0,1,0,0
getLabel,3,1,0,1,0,1,0,0
getNumLabels,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLabeledStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLabel,4,1,0,1,0,1,0,0
isDebugger,3,1,0,1,0,1,0,0
isNull,3,1,0,1,0,1,0,0
isThis,3,1,0,1,0,1,0,0
isBoolean,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTKeywordLiteral,4,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTInfixExpression,3,1,0,0,0,1,0,0
getElse,3,1,0,0,0,1,0,0
getThen,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
hasElse,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTIfStatement,3,1,0,0,0,1,0,0
isGetterOrSetter,3,2,0,0,0,1,0,0
isSetter,3,1,0,1,0,1,0,0
isGetter,3,1,0,1,0,1,0,0
isClosure,3,1,0,1,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getParam,7,2,1,2,0,1,0,0
getFunctionName,6,2,1,1,0,1,0,0
getNumParams,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTFunctionNode,4,1,0,1,0,1,0,0
hasArguments,3,1,0,0,0,1,0,0
getArgument,3,1,0,1,0,1,0,0
getNumArguments,3,1,0,1,0,1,0,0
getTarget,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTFunctionCall,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getIncrement,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getInitializer,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTForLoop,3,1,0,0,0,1,0,0
isForOf,3,1,0,1,0,1,0,0
isForEach,3,1,0,1,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getIteratedObject,3,1,0,0,0,1,0,0
getIterator,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTForInLoop,3,1,0,0,0,1,0,0
hasResult,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTExpressionStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEmptyStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEmptyExpression,3,1,0,0,0,1,0,0
getElement,6,2,1,0,0,1,0,0
getTarget,6,2,1,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTElementGet,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTDoLoop,3,1,0,0,0,1,0,0
getLabel,3,1,0,0,0,1,0,0
hasLabel,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTContinueStatement,4,2,1,1,0,1,0,0
get0Expression,3,1,0,0,0,1,0,0
get1Expression,3,1,0,0,0,1,0,0
getTestExpression,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTConditionalExpression,3,1,0,0,0,1,0,0
getBlock,3,1,0,0,0,1,0,0
getCatchCondition,3,1,0,0,0,1,0,0
isIf,3,1,0,1,0,1,0,0
getVariableName,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTCatchClause,3,1,0,0,0,1,0,0
isVariableDeclaration,4,2,0,0,0,1,0,0
isFunctionCallName,3,2,0,0,0,1,0,0
isFunctionNodeParameter,11,4,3,2,0,1,0,0
isFunctionNodeName,4,2,0,0,0,1,0,0
isGlobalName,3,1,0,1,0,1,0,0
isLocalName,3,1,0,1,0,1,0,0
getIdentifier,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTName,4,1,0,1,0,1,0,0
getLabel,3,1,0,0,0,1,0,0
hasLabel,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTBreakStatement,4,2,1,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTBlock,3,1,0,0,0,1,0,0
getValue,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTComment,3,1,0,0,0,1,0,0
getComment,3,1,0,1,0,1,0,0
getNumComments,3,2,1,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAstRoot,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAssignment,3,1,0,0,0,1,0,0
setTrailingComma,0,0,0,0,0,1,0,0
isTrailingComma,0,0,0,0,0,1,0,0
isDestructuring,0,0,0,0,0,1,0,0
setTrailingCommaExists,3,1,0,0,0,1,0,0
setTrailingComma,3,1,0,1,0,1,0,0
isTrailingComma,3,1,0,0,0,1,0,0
isDestructuring,3,1,0,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArrayLiteral,3,1,0,0,0,1,0,0
getIteratedObject,3,1,0,0,0,1,0,0
getIterator,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArrayComprehensionLoop,3,1,0,0,0,1,0,0
getFilter,3,1,0,0,0,1,0,0
hasFilter,3,1,0,1,0,1,0,0
getArrayComprehensionLoop,3,1,0,1,0,1,0,0
getNumArrayComprehensionLoops,3,1,0,1,0,1,0,0
getResult,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArrayComprehension,3,1,0,0,0,1,0,0
getRight,3,1,0,0,0,1,0,0
getLeft,3,1,0,0,0,1,0,0
AbstractInfixEcmascriptNode,10,3,2,1,0,1,0,0
AbstractInfixEcmascriptNode,3,1,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
setTrailingCommaExists,4,1,0,0,0,1,0,0
getXPathNodeName,3,1,0,1,0,1,0,0
hasSideEffects,3,1,0,1,0,1,0,0
getJsDoc,3,1,0,1,0,1,0,0
getNode,3,1,0,0,0,1,0,0
childrenAccept,12,3,2,3,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
calculateLineNumbers,13,2,1,4,0,1,0,0
AbstractEcmascriptNode,4,1,0,1,0,1,0,0
parseAndTypeResolveForClass,14,2,1,6,0,1,0,0
shouldNotFail,3,1,0,0,0,1,0,0
primitive,5,1,0,1,0,1,0,0
array,8,1,0,1,0,1,0,0
arrayListOfString,14,1,0,3,0,1,0,0
arrayListWithoutBoundGenerics,10,1,0,2,0,1,0,0
WildcardMethod,0,0,0,0,0,1,0,0
useWildcard,3,1,0,0,0,1,0,0
SuperClassB2,0,0,0,0,0,1,0,0
SuperClassB,0,0,0,0,0,1,0,0
inheritedB,3,1,0,0,0,1,0,0
SuperClassA2,0,0,0,0,0,1,0,0
SuperClassA,0,0,0,0,0,1,0,0
inheritedA,3,1,0,0,0,1,0,0
myMethod,3,1,0,0,0,1,0,0
SubType,0,0,0,0,0,1,0,0
myMethod,3,1,0,0,0,1,0,0
primitiveStaticMethod,3,1,0,0,0,1,0,0
staticCharMethod,3,1,0,0,0,1,0,0
primitiveStaticMethod,3,1,0,0,0,1,0,0
staticInstanceMethod,3,1,0,0,0,1,0,0
ParametrizedSubType,0,0,0,0,0,1,0,0
equals,3,1,0,0,0,1,0,0
equals,3,1,0,0,0,1,0,0
checkIterator,4,1,0,0,0,1,0,0
getConverter,0,0,0,0,0,1,0,0
convert,0,0,0,0,0,1,0,0
aMethod,3,1,0,0,0,1,0,0
aMethod,3,1,0,0,0,1,0,0
tester,4,1,0,0,0,1,0,0
foo,5,1,0,1,0,1,0,0
aMethod,3,1,0,0,0,1,0,0
aMethod,3,1,0,0,0,1,0,0
tester,6,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
ThisExpression,3,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
SuperExpression,3,1,0,0,0,1,0,0
foo,4,1,0,1,0,1,0,0
binaryStringPromotion,8,1,0,0,0,1,0,0
binaryNumericPromotion,52,1,0,0,0,1,0,0
unaryNumericPromotion,10,1,0,0,0,1,0,0
withSomeValue,3,1,0,0,0,1,0,0
PartBuilderA,0,0,0,0,0,1,0,0
addComponent,3,1,0,0,0,1,0,0
newComponent,0,0,0,0,0,1,0,0
newComponent,3,1,0,0,0,1,0,0
MessageBuilderA,0,0,0,0,0,1,0,0
shouldThrowStackOverfloError,10,1,0,2,0,1,0,0
foo,3,1,0,2,0,1,0,0
assignmentOperators,15,1,0,0,0,1,0,0
binaryNumericOperators,11,1,0,0,0,1,0,0
unaryNumericOperators,9,1,0,0,0,1,0,0
binaryLogicalOperators,16,3,0,0,0,1,0,0
unaryLogicalOperators,5,1,0,0,0,1,0,0
Bar,0,0,0,0,0,1,0,0
vararg,3,1,0,0,0,1,0,0
vararg,3,1,0,0,0,1,0,0
mostSpecific,3,1,0,0,0,1,0,0
mostSpecific,3,1,0,0,0,1,0,0
test,13,1,0,0,0,1,0,0
foo,10,1,0,0,0,1,0,0
unboxing,3,1,0,0,0,1,0,0
unboxing,3,1,0,0,0,1,0,0
unboxing,3,1,0,0,0,1,0,0
boxing,3,1,0,0,0,1,0,0
boxing,3,1,0,0,0,1,0,0
boxing,3,1,0,0,0,1,0,0
test,14,1,0,0,0,1,0,0
notVararg,3,1,0,0,0,1,0,0
notVararg,3,1,0,0,0,1,0,0
noArguments,3,1,0,0,0,1,0,0
vararg,3,1,0,0,0,1,0,0
vararg,3,1,0,0,0,1,0,0
test,21,1,0,1,0,1,0,0
moreSpecific,3,1,0,0,0,1,0,0
moreSpecific,3,1,0,0,0,1,0,0
moreSpecific,3,1,0,0,0,1,0,0
test,7,1,0,0,0,1,0,0
foo,6,1,0,2,0,1,0,0
test,3,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
bar,3,1,0,0,0,1,0,0
MyLocalClass,0,0,0,0,0,1,0,0
combine,3,1,0,2,0,1,0,0
get,3,1,0,0,0,1,0,0
accept,1,1,0,0,0,1,0,0
localClassInGeneric,20,1,0,0,0,1,0,0
foo,2,1,0,0,0,1,0,0
test,5,1,0,1,0,1,0,0
test,3,1,0,0,0,1,0,0
bar,3,1,0,0,0,1,0,0
foo,2,1,0,0,0,1,0,0
foo,22,1,0,0,0,1,0,0
foo,20,1,0,0,0,1,0,0
foo,10,1,0,0,0,1,0,0
foo,15,1,0,0,0,1,0,0
foo,26,1,0,0,0,1,0,0
foo,32,1,0,0,0,1,0,0
foo,28,1,0,0,0,1,0,0
FieldAccessGenericParameter,7,1,0,0,0,1,0,0
foo,13,1,0,0,0,1,0,0
foo,4,1,0,0,0,1,0,0
astPrimaryNameCases,10,1,0,0,0,1,0,0
foo,23,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
toString,3,1,0,0,0,1,0,0
testLocalVars,4,1,0,0,0,1,0,0
test,5,1,0,0,0,1,0,0
test,10,1,0,0,0,1,0,0
foo,8,1,0,1,0,1,0,0
compare,3,1,0,0,0,1,0,0
foo,5,1,0,3,0,1,0,0
findClass,4,1,0,1,0,1,0,0
MockedClassLoader,0,0,0,0,0,1,0,0
testCachingMemoryConsumption,21,2,3,7,0,1,0,0
testCachingOfNotFoundClasses,20,1,2,4,1,0,1,0
testClassWithImportInnerOnDemand,16,1,0,4,0,1,0,0
testLoadClassWithImportOnDemand,12,1,0,4,0,1,0,0
setUp,3,1,0,0,0,1,0,0
testBoxingRules,11,1,0,0,0,1,0,0
createTokenizer,0,0,0,0,0,1,0,0
foo,4,1,0,1,0,1,0,0
baz,2,1,0,0,0,1,0,0
bar,2,1,0,0,0,1,0,0
foo,2,1,0,0,0,1,0,0
close,5,1,0,0,0,1,0,0
foo,6,1,0,1,0,1,0,0
DirectSubclassInOtherPackage,0,0,0,0,0,1,0,0
doBase,3,1,0,0,0,1,0,0
equals,3,1,0,1,0,1,0,0
hashCode,3,1,0,0,0,1,0,0
doBase,3,1,0,0,0,1,0,0
writeChild,2,1,0,0,0,1,0,0
Serializer,2,1,0,0,0,1,0,0
writeChild,3,1,0,1,0,1,0,0
ExposingSerializer,3,1,0,0,0,1,0,0
doBase,4,1,0,0,0,1,0,0
doBase,3,1,0,0,0,1,0,0
doBaseWithArg,3,1,0,1,0,1,0,0
doBase,3,1,0,0,0,1,0,0
doBaseWithArg,2,1,0,0,0,1,0,0
doBase,2,1,0,0,0,1,0,0
alsoDoSomething,3,1,0,1,0,1,0,0
g3,3,1,0,0,0,1,0,0
g2,3,1,0,0,0,1,0,0
g1,3,1,0,0,0,1,0,0
PublicUtils,2,1,0,0,0,1,0,0
f3,3,1,0,0,0,1,0,0
f2,3,1,0,0,0,1,0,0
f1,3,1,0,0,0,1,0,0
PackagePrivateUtils,2,1,0,0,0,1,0,0
testFunction,3,1,0,0,0,1,0,0
ClassWithStringConstants,3,1,0,0,0,1,0,0
ClassWithConstants,3,1,0,0,0,1,0,0
fooBar,3,1,0,0,0,1,0,0
SuperclassWithStatic,3,1,0,0,0,1,0,0
fooBar,3,1,0,0,0,1,0,0
generic,3,1,0,2,0,1,0,0
foo,3,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
run,3,1,0,0,0,1,0,0
toString,0,0,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
foo,3,1,0,0,0,1,0,0
foo,0,0,0,0,0,1,0,0
foo,0,0,0,0,0,1,0,0
multi,3,1,0,0,0,1,0,0
multi,3,1,0,0,0,1,0,0
multi,3,1,0,0,0,1,0,0
visit,3,1,0,0,0,1,0,0
visit,3,1,0,0,0,1,0,0
multi,0,0,0,0,0,1,0,0
multi,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
visit,0,0,0,0,0,1,0,0
getSomething,3,1,0,0,0,1,0,0
fun,3,1,0,0,0,1,0,0
run,3,1,0,0,0,1,0,0
arrayParams,3,1,0,3,0,1,0,0
fun,3,1,0,0,0,1,0,0
fun,3,1,0,0,0,1,0,0
clone,0,0,0,0,0,1,0,0
clone,0,0,0,0,0,1,0,0
run,3,1,0,0,0,1,0,0
compare,3,1,0,0,0,1,0,0
compare,3,1,0,0,0,1,0,0
generic,3,1,0,0,0,1,0,0
arrayParams,2,1,0,0,0,1,0,0
fun,3,1,0,0,0,1,0,0
appendXmlEscaped,2,1,0,0,0,1,0,0
withoutPrefixes,3,1,0,0,0,1,0,0
isAnyOf,3,1,0,0,0,1,0,0
startsWithAny,3,1,0,0,0,1,0,0
appendXmlEscaped,0,0,0,0,0,1,0,0
replaceString,0,0,0,0,0,1,0,0
areSemanticEquals,3,1,0,2,0,1,0,0
isMissing,3,1,0,1,0,1,0,0
isEmpty,3,1,0,1,0,1,0,0
isNotEmpty,3,1,0,1,0,1,0,0
setT,3,1,0,0,0,1,0,0
getT,3,1,0,0,0,1,0,0
setZ,3,1,0,0,0,1,0,0
getZ,3,1,0,0,0,1,0,0
setY,3,1,0,0,0,1,0,0
getY,3,1,0,0,0,1,0,0
setX,3,1,0,0,0,1,0,0
getX,3,1,0,0,0,1,0,0
SignatureCountTestData,1,1,0,0,0,1,0,0
SignatureCountTestData,1,1,0,0,0,1,0,0
SignatureCountTestData,6,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic1,3,1,0,0,0,1,0,0
mymethod2,3,1,0,0,0,1,0,0
mymethod1,3,1,0,0,0,1,0,0
setY,3,1,0,0,0,1,0,0
setX,3,1,0,0,0,1,0,0
getY,3,1,0,0,0,1,0,0
getX,3,1,0,0,0,1,0,0
MultifileVisitorTestData2,3,1,0,0,0,1,0,0
MultifileVisitorTestData2,3,1,0,0,0,1,0,0
nestedMethod1,3,1,0,0,0,1,0,0
NestedClass,3,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic1,3,1,0,0,0,1,0,0
mymethod2,3,1,0,0,0,1,0,0
mymethod1,3,1,0,0,0,1,0,0
setY,3,1,0,0,0,1,0,0
setX,3,1,0,0,0,1,0,0
getY,3,1,0,0,0,1,0,0
getX,3,1,0,0,0,1,0,0
MultifileVisitorTestData,3,1,0,0,0,1,0,0
MultifileVisitorTestData,3,1,0,0,0,1,0,0
testWithExpectedException,14,1,2,7,0,1,0,0
testWrongMetricKeyForOperationDeclaration,6,1,0,0,0,1,0,0
testWrongMetricKeyForTypeDeclaration,6,1,0,0,0,1,0,0
testWrongNodeTypeGeneric,6,1,0,0,0,1,0,0
testNonexistentMetric,6,1,0,0,0,1,0,0
testBadCase,7,1,0,3,0,1,0,0
testWellFormedOperationMetricRule,7,1,0,3,0,1,0,0
testWellFormedClassMetricRule,7,1,0,3,0,1,0,0
getViolations,11,1,0,6,0,1,0,0
makeXpathRuleFromXPath,6,1,0,4,0,1,0,0
bool,3,1,0,0,0,1,0,0
mutX,3,1,0,1,0,1,0,0
speed,3,1,0,2,0,1,0,0
value,3,2,1,0,0,1,0,0
setValue,3,1,0,0,0,1,0,0
nestedMethod1,3,1,0,0,0,1,0,0
NestedClass,3,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic2,3,1,0,0,0,1,0,0
mystatic1,3,1,0,0,0,1,0,0
mymethod2,3,1,0,0,0,1,0,0
mymethod1,3,1,0,0,0,1,0,0
setY,3,1,0,0,0,1,0,0
setX,3,1,0,0,0,1,0,0
getY,3,1,0,0,0,1,0,0
getX,3,1,0,0,0,1,0,0
MetricsVisitorTestData,3,1,0,0,0,1,0,0
MetricsVisitorTestData,3,1,0,0,0,1,0,0
value,3,1,0,0,0,1,0,0
isBool,3,1,0,0,0,1,0,0
getValue,3,1,0,0,0,1,0,0
privateMethod,1,1,0,0,0,1,0,0
privateMethod,1,1,0,0,0,1,0,0
testResourceFileCommands,24,5,4,5,0,1,0,0
runPmd,38,2,2,9,0,1,0,0
testPmdOptions,3,1,0,0,0,1,0,0
typeof,28,10,3,6,0,1,0,0
nagDeprecatedFunction,7,2,1,1,0,1,0,0
call,33,7,4,8,0,1,0,0
TypeOfFunction,0,0,0,0,0,1,0,0
registerSelfInSimpleContext,4,1,0,0,0,1,0,0
typeIs,7,2,1,1,0,1,0,0
call,10,2,1,4,0,1,0,0
TypeIsFunction,0,0,0,0,0,1,0,0
registerSelfInSimpleContext,4,1,0,0,0,1,0,0
typeIsExactly,7,2,1,1,0,1,0,0
call,10,2,1,4,0,1,0,0
TypeIsExactlyFunction,0,0,0,0,0,1,0,0
registerSelfInSimpleContext,4,1,0,0,0,1,0,0
MetricFunction,0,0,0,0,0,1,0,0
registerSelfInSimpleContext,5,1,0,0,0,1,0,0
getOperationMetricKey,7,2,1,3,0,1,0,0
getClassMetricKey,7,2,1,3,0,1,0,0
computeMetric,3,2,1,2,0,1,0,0
getMetric,9,3,2,1,0,1,0,0
badMetricKeyArgMessage,3,1,0,0,0,1,0,0
genericBadNodeMessage,3,1,0,0,0,1,0,0
badClassMetricKeyMessage,3,1,0,0,0,1,0,0
badOperationMetricKeyMessage,3,1,0,0,0,1,0,0
call,15,3,1,4,0,1,0,0
typeIsExactly,3,1,0,2,0,1,0,0
typeIs,3,1,0,2,0,1,0,0
metric,3,1,0,2,0,1,0,0
typeof,4,1,0,4,0,1,0,0
typeof,3,1,0,3,0,1,0,0
JavaFunctions,3,1,0,0,0,1,0,0
call,18,5,2,3,0,1,0,0
GetCommentOnFunction,0,0,0,0,0,1,0,0
registerSelfInSimpleContext,5,1,0,0,0,1,0,0
reduce,3,1,0,1,0,1,0,0
Constraint,3,1,0,0,0,1,0,0
Constraint,3,1,0,0,0,1,0,0
Constraint,3,1,0,0,0,1,0,0
Constraint,3,1,0,0,0,1,0,0
hashCode,17,3,1,4,0,1,0,0
equals,37,15,3,6,0,1,0,0
getRightMentionedVariable,3,1,0,0,0,1,0,0
getLeftMentionedVariable,3,1,0,0,0,1,0,0
rightHasMentionedVariable,3,1,0,0,0,1,0,0
leftHasMentionedVariable,3,1,0,0,0,1,0,0
addVariablesToSet,9,3,1,3,0,1,0,0
reduce,0,0,0,0,0,1,0,0
ruleType,3,1,0,0,0,1,0,0
rightVariable,3,1,0,0,0,1,0,0
rightProper,3,1,0,0,0,1,0,0
leftVariable,3,1,0,0,0,1,0,0
leftProper,3,1,0,0,0,1,0,0
isRightArray,3,2,0,1,0,1,0,0
isRightClassOrInterface,3,2,0,1,0,1,0,0
isRightPrimitive,3,2,0,1,0,1,0,0
isRightType,3,2,0,0,0,1,0,0
isRightNull,3,2,0,1,0,1,0,0
isRightVariable,3,1,0,0,0,1,0,0
isRightProper,4,5,0,1,0,1,0,0
isLeftArray,3,2,0,1,0,1,0,0
isLeftClassOrInterface,3,2,0,1,0,1,0,0
isLeftPrimitive,3,2,0,1,0,1,0,0
isLeftType,3,2,0,0,0,1,0,0
isLeftNull,3,2,0,1,0,1,0,0
isLeftVariable,3,1,0,0,0,1,0,0
isLeftProper,4,5,0,1,0,1,0,0
BoundOrConstraint,7,1,0,0,0,1,0,0
BoundOrConstraint,7,1,0,0,0,1,0,0
BoundOrConstraint,7,1,0,0,0,1,0,0
BoundOrConstraint,7,1,0,0,0,1,0,0
reduce,3,1,0,0,0,1,0,0
Bound,3,1,0,0,0,1,0,0
Bound,3,1,0,0,0,1,0,0
Bound,3,1,0,0,0,1,0,0
Bound,3,1,0,0,0,1,0,0
getType,0,0,0,0,0,1,0,0
isIntersectionType,3,1,0,0,0,1,0,0
isRawType,5,2,0,0,0,1,0,0
getJavaTypeCount,3,1,0,0,0,1,0,0
getJavaType,3,1,0,0,0,1,0,0
