Name,LOC,CYCLO,MAXNESTING,NOAV,ATFD,LAA,FDP,BrainMethod
ASTModuleName,3,1,0,0,0,1,0,0
ASTModuleName,3,1,0,0,0,1,0,0
getRequiresModifier,3,2,1,1,0,1,0,0
setRequiresModifier,3,1,0,0,0,1,0,0
getType,3,1,0,1,0,1,0,0
setType,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTModuleDirective,3,1,0,0,0,1,0,0
ASTModuleDirective,3,1,0,0,0,1,0,0
isOpen,3,1,0,0,0,1,0,0
setOpen,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTModuleDeclaration,3,1,0,0,0,1,0,0
ASTModuleDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTMethodReference,3,1,0,0,0,1,0,0
ASTMethodReference,3,1,0,0,0,1,0,0
getParent,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getImage,3,1,0,0,0,1,0,0
getParameterCount,3,1,0,0,0,1,0,0
ASTMethodDeclarator,3,1,0,0,0,1,0,0
ASTMethodDeclarator,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTNameList,3,1,0,0,0,1,0,0
ASTNameList,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isVoid,3,1,0,0,0,1,0,0
returnsArray,3,2,0,0,0,1,0,0
ASTResultType,3,1,0,0,0,1,0,0
ASTResultType,3,1,0,0,0,1,0,0
getMethodDeclarator,3,1,0,0,0,1,0,0
getFormalParameters,3,1,0,0,0,1,0,0
getKind,3,1,0,0,0,1,0,0
getThrows,3,1,0,0,0,1,0,0
getArity,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getBlock,3,1,0,0,0,1,0,0
getResultType,3,1,0,0,0,1,0,0
isVoid,3,1,0,0,0,1,0,0
isInterfaceMember,8,2,0,0,0,1,0,0
isAbstract,3,3,0,0,0,1,0,0
isPublic,4,3,0,0,0,1,0,0
isSyntacticallyAbstract,3,1,0,0,0,1,0,0
isSyntacticallyPublic,3,1,0,0,0,1,0,0
getName,3,1,0,0,0,1,0,0
getMethodName,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTMethodDeclaration,3,1,0,0,0,1,0,0
ASTMethodDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getParent,3,1,0,0,0,1,0,0
getMemberValue,3,1,0,0,0,1,0,0
getMemberName,3,1,0,0,0,1,0,0
ASTMemberValuePair,3,1,0,0,0,1,0,0
ASTMemberValuePair,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTMemberValue,3,1,0,0,0,1,0,0
ASTMemberValue,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTMemberSelector,3,1,0,0,0,1,0,0
ASTMemberSelector,3,1,0,0,0,1,0,0
getParent,3,1,0,0,0,1,0,0
getAnnotationName,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTMarkerAnnotation,3,1,0,0,0,1,0,0
ASTMarkerAnnotation,3,1,0,0,0,1,0,0
iterator,3,1,0,0,0,1,0,0
getVariableName,7,2,1,1,0,1,0,0
getArrayDimensionOnDeclaratorId,3,1,0,0,1,0,1,0
getDecl,3,1,0,0,0,1,0,0
getArrayDimensionOnType,7,2,1,1,0,1,0,0
getTypeNode,3,1,0,0,0,1,0,0
getArrayDepth,3,1,0,0,0,1,0,0
isArray,3,1,0,0,0,1,0,0
isTypeInferred,3,1,0,0,0,1,0,0
hasSuppressWarningsAnnotationFor,11,4,3,3,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLocalVariableDeclaration,3,1,0,0,0,1,0,0
ASTLocalVariableDeclaration,3,1,0,0,0,1,0,0
getKind,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isFindBoundary,3,1,0,0,0,1,0,0
ASTLambdaExpression,3,1,0,0,0,1,0,0
ASTLambdaExpression,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLabeledStatement,3,1,0,0,0,1,0,0
ASTLabeledStatement,3,1,0,0,0,1,0,0
getTypeNode,5,2,1,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTInstanceOfExpression,3,1,0,0,0,1,0,0
ASTInstanceOfExpression,3,1,0,0,0,1,0,0
setStatic,3,1,0,0,0,1,0,0
isStatic,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTInitializer,3,1,0,0,0,1,0,0
ASTInitializer,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTInclusiveOrExpression,3,1,0,0,0,1,0,0
ASTInclusiveOrExpression,3,1,0,0,0,1,0,0
getPackage,3,1,0,0,0,1,0,0
setPackage,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getPackageName,11,3,1,2,0,1,0,0
getImportedSimpleName,8,2,1,1,0,1,0,0
getImportedName,3,1,0,0,0,1,0,0
getImportedNameNode,3,1,0,0,0,1,0,0
isStatic,3,1,0,0,0,1,0,0
setStatic,3,1,0,0,0,1,0,0
isImportOnDemand,3,1,0,0,0,1,0,0
setImportOnDemand,3,1,0,0,0,1,0,0
ASTImportDeclaration,3,1,0,0,0,1,0,0
ASTImportDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getElseBranch,3,2,1,0,0,1,0,0
getThenBranch,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getGuardExpressionNode,3,1,0,0,0,1,0,0
hasElse,3,1,0,0,0,1,0,0
setHasElse,3,1,0,0,0,1,0,0
ASTIfStatement,3,1,0,0,0,1,0,0
ASTIfStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTForUpdate,3,1,0,0,0,1,0,0
ASTForUpdate,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
isForeach,3,1,0,0,0,1,0,0
getCondition,6,2,1,0,0,1,0,0
getGuardExpressionNode,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTForStatement,3,1,0,0,0,1,0,0
ASTForStatement,3,1,0,0,0,1,0,0
isArrayType,3,1,0,0,0,1,0,0
isArray,3,1,0,0,0,1,0,0
getArrayDepth,7,4,1,0,0,1,0,0
getTypeImage,7,2,1,1,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTType,3,1,0,0,0,1,0,0
ASTType,3,1,0,0,0,1,0,0
setType,3,1,0,0,0,1,0,0
setTypeDefinition,3,1,0,0,0,1,0,0
getTypeDefinition,3,1,0,0,1,0,1,0
getType,3,1,0,0,0,1,0,0
getDecl,3,1,0,0,0,1,0,0
getTypeNode,3,1,0,0,0,1,0,0
getArrayDepth,6,3,1,0,1,0,1,0
isArray,5,4,0,0,0,1,0,0
hasSuppressWarningsAnnotationFor,8,2,1,2,0,1,0,0
getVariableDeclaratorId,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isTypeInferred,3,1,0,0,0,1,0,0
isExplicitReceiverParameter,3,1,0,0,0,1,0,0
isVarargs,3,1,0,0,0,1,0,0
setVarargs,3,1,0,0,0,1,0,0
ASTFormalParameter,3,1,0,0,0,1,0,0
ASTFormalParameter,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTForInit,3,1,0,0,0,1,0,0
ASTForInit,3,1,0,0,0,1,0,0
getBody,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTFinallyStatement,3,1,0,0,0,1,0,0
ASTFinallyStatement,3,1,0,0,0,1,0,0
getType,3,1,0,0,0,1,0,0
getTypeNode,20,7,5,1,0,1,0,0
getTypeNameNode,4,2,1,0,0,1,0,0
isLambdaTypeInferred,4,2,0,0,0,1,0,0
isLocalVariableTypeInferred,11,3,2,0,0,1,0,0
isPatternBinding,3,1,0,0,0,1,0,0
isTypeInferred,3,3,0,0,0,1,0,0
isResourceDeclaration,3,1,0,0,0,1,0,0
isExplicitReceiverParameter,4,1,0,0,0,1,0,0
setExplicitReceiverParameter,3,1,0,0,0,1,0,0
isFinal,26,7,3,0,0,1,0,0
getVariableName,3,1,0,0,0,1,0,0
isField,3,1,0,0,0,1,0,0
isLambdaParamWithNoType,3,1,0,0,0,1,0,0
isLambdaParameter,4,3,0,0,0,1,0,0
isLocalVariable,3,1,0,0,0,1,0,0
isFormalParameter,4,4,0,0,0,1,0,0
isExceptionBlockParameter,3,1,0,0,0,1,0,0
hasArrayType,3,3,0,0,0,1,0,0
getName,3,1,0,0,0,1,0,0
getImage,3,1,0,0,0,1,0,0
isArray,3,1,0,0,0,1,0,0
getArrayDepth,3,1,0,0,0,1,0,0
bumpArrayDepth,3,1,0,0,0,1,0,0
getUsages,3,1,0,1,0,1,0,0
setNameDeclaration,3,1,0,0,0,1,0,0
getNameDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTVariableDeclaratorId,3,1,0,0,0,1,0,0
ASTVariableDeclaratorId,3,1,0,0,0,1,0,0
getTypeDefinition,3,1,0,0,0,1,0,0
getType,3,1,0,0,0,1,0,0
iterator,3,1,0,0,0,1,0,0
getSignature,7,2,1,0,0,1,0,0
getVariableName,7,2,1,1,0,1,0,0
checkDecl,6,3,1,0,1,0,1,0
checkType,6,3,1,0,0,1,0,0
getArrayDepth,6,2,1,0,0,1,0,0
isArray,3,1,0,0,0,1,0,0
isInterfaceMember,14,5,1,2,0,1,0,0
isAnnotationMember,3,1,0,0,0,1,0,0
isProtected,6,3,1,0,0,1,0,0
isPackagePrivate,6,3,1,0,0,1,0,0
isPrivate,6,3,1,0,0,1,0,0
isFinal,6,3,1,0,0,1,0,0
isSyntacticallyFinal,3,1,0,0,0,1,0,0
isStatic,6,3,1,0,0,1,0,0
isSyntacticallyStatic,3,1,0,0,0,1,0,0
isPublic,6,3,1,0,0,1,0,0
isSyntacticallyPublic,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTFieldDeclaration,3,1,0,0,0,1,0,0
ASTFieldDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
usesSuperModifier,3,1,0,0,0,1,0,0
setUsesSuperModifier,3,1,0,0,0,1,0,0
usesThisModifier,3,1,0,0,0,1,0,0
setUsesThisModifier,3,1,0,0,0,1,0,0
ASTPrimaryPrefix,3,1,0,0,0,1,0,0
ASTPrimaryPrefix,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTPrimaryExpression,3,1,0,0,0,1,0,0
ASTPrimaryExpression,3,1,0,0,0,1,0,0
isSuper,3,2,0,1,0,1,0,0
isThis,3,2,0,1,0,1,0,0
setIsSuper,3,1,0,0,0,1,0,0
setIsThis,3,1,0,0,0,1,0,0
getArgumentCount,7,2,1,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTExplicitConstructorInvocation,3,1,0,0,0,1,0,0
ASTExplicitConstructorInvocation,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTExclusiveOrExpression,3,1,0,0,0,1,0,0
ASTExclusiveOrExpression,3,1,0,0,0,1,0,0
getOperator,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEqualityExpression,3,1,0,0,0,1,0,0
ASTEqualityExpression,3,1,0,0,0,1,0,0
isAnonymousClass,3,1,0,0,0,1,0,0
setQualifiedName,3,1,0,0,0,1,0,0
getQualifiedName,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEnumConstant,3,1,0,0,0,1,0,0
ASTEnumConstant,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEnumBody,3,1,0,0,0,1,0,0
ASTEnumBody,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEmptyStatement,3,1,0,0,0,1,0,0
ASTEmptyStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTStatement,3,1,0,0,0,1,0,0
ASTStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getBody,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getGuardExpressionNode,3,1,0,0,0,1,0,0
ASTDoStatement,3,1,0,0,0,1,0,0
ASTDoStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTDefaultValue,3,1,0,0,0,1,0,0
ASTDefaultValue,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTContinueStatement,3,1,0,0,0,1,0,0
ASTContinueStatement,3,1,0,0,0,1,0,0
getFormalParameters,3,1,0,0,0,1,0,0
getArity,3,1,0,0,0,1,0,0
getParameterCount,3,1,0,0,0,1,0,0
getParameters,3,1,0,0,0,1,0,0
setContainsComment,3,1,0,0,0,1,0,0
containsComment,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getKind,3,1,0,0,0,1,0,0
ASTConstructorDeclaration,3,1,0,0,0,1,0,0
ASTConstructorDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTConditionalOrExpression,3,1,0,0,0,1,0,0
ASTConditionalOrExpression,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
get0Alternative,3,1,0,0,0,1,0,0
get1Alternative,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getGuardExpressionNode,3,1,0,0,0,1,0,0
isTernary,3,1,0,0,0,1,0,0
setTernary,3,1,0,0,0,1,0,0
ASTConditionalExpression,3,1,0,0,0,1,0,0
ASTConditionalExpression,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTConditionalAndExpression,3,1,0,0,0,1,0,0
ASTConditionalAndExpression,3,1,0,0,0,1,0,0
getPackageNameImage,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTPackageDeclaration,3,1,0,0,0,1,0,0
ASTPackageDeclaration,3,1,0,0,0,1,0,0
getDeclarations,4,1,0,0,0,1,0,0
getTypeKind,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTEnumDeclaration,3,1,0,0,0,1,0,0
ASTEnumDeclaration,3,1,0,0,0,1,0,0
getArrayDepth,7,2,1,0,0,1,0,0
isArray,7,2,1,0,0,1,0,0
isAnonymousClass,3,1,0,0,0,1,0,0
isReferenceToClassSameCompilationUnit,14,3,1,3,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTClassOrInterfaceType,3,1,0,0,0,1,0,0
ASTClassOrInterfaceType,3,1,0,0,0,1,0,0
getSuperInterfacesTypeNodes,8,3,1,1,0,1,0,0
getSuperClassTypeNode,8,3,1,1,0,1,0,0
getDeclarations,4,1,0,0,0,1,0,0
getTypeKind,3,2,1,0,0,1,0,0
setInterface,3,1,0,0,0,1,0,0
isInterface,3,1,0,0,0,1,0,0
isLocal,21,7,4,1,0,1,0,0
isPackagePrivate,3,2,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isFindBoundary,3,2,0,0,0,1,0,0
ASTClassOrInterfaceDeclaration,3,1,0,0,0,1,0,0
ASTClassOrInterfaceDeclaration,3,1,0,0,0,1,0,0
hasSuppressWarningsAnnotationFor,0,0,0,0,0,1,0,0
isEnumChild,3,1,0,0,0,1,0,0
isAnonymousInnerClass,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
hasSuppressWarningsAnnotationFor,11,4,3,3,0,1,0,0
isFindBoundary,3,1,0,0,0,1,0,0
ASTClassOrInterfaceBodyDeclaration,3,1,0,0,0,1,0,0
ASTClassOrInterfaceBodyDeclaration,3,1,0,0,0,1,0,0
isEnumChild,3,1,0,0,0,1,0,0
isAnonymousInnerClass,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTClassOrInterfaceBody,3,1,0,0,0,1,0,0
ASTClassOrInterfaceBody,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
hasIntersectionTypes,3,1,0,0,0,1,0,0
setIntersectionTypes,3,1,0,0,0,1,0,0
ASTCastExpression,3,1,0,0,0,1,0,0
ASTCastExpression,3,1,0,0,0,1,0,0
getImage,7,3,1,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTBreakStatement,3,1,0,0,0,1,0,0
ASTBreakStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
is1,3,1,0,0,0,1,0,0
set1,3,1,0,0,0,1,0,0
ASTBooleanLiteral,3,1,0,0,0,1,0,0
ASTBooleanLiteral,3,1,0,0,0,1,0,0
isAllocation,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTBlockStatement,3,1,0,0,0,1,0,0
ASTBlockStatement,3,1,0,0,0,1,0,0
setContainsComment,3,1,0,0,0,1,0,0
containsComment,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTBlock,3,1,0,0,0,1,0,0
ASTBlock,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isCompound,3,1,0,0,0,1,0,0
setCompound,3,1,0,0,0,1,0,0
ASTAssignmentOperator,3,1,0,0,0,1,0,0
ASTAssignmentOperator,3,1,0,0,0,1,0,0
isStandAlonePrimitive,24,9,1,3,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTExpression,3,1,0,0,0,1,0,0
ASTExpression,3,1,0,0,0,1,0,0
getDetailMessageNode,3,2,1,0,0,1,0,0
hasDetailMessage,3,1,0,0,0,1,0,0
getCondition,3,1,0,0,0,1,0,0
getGuardExpressionNode,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAssertStatement,3,1,0,0,0,1,0,0
ASTAssertStatement,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArrayInitializer,3,1,0,0,0,1,0,0
ASTArrayInitializer,3,1,0,0,0,1,0,0
getArrayDepth,0,0,0,0,0,1,0,0
isArray,0,0,0,0,0,1,0,0
isArray,3,1,0,0,0,1,0,0
getArrayDepth,3,1,0,0,0,1,0,0
bumpArrayDepth,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArrayDimsAndInits,3,1,0,0,0,1,0,0
ASTArrayDimsAndInits,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getArgumentCount,3,1,0,0,0,1,0,0
size,6,2,1,0,0,1,0,0
ASTArguments,3,1,0,0,0,1,0,0
ASTArguments,3,1,0,0,0,1,0,0
size,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTArgumentList,3,1,0,0,0,1,0,0
ASTArgumentList,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAnnotationTypeMemberDeclaration,3,1,0,0,0,1,0,0
ASTAnnotationTypeMemberDeclaration,3,1,0,0,0,1,0,0
getDeclarations,4,1,0,0,0,1,0,0
getTypeKind,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAnnotationTypeDeclaration,3,1,0,0,0,1,0,0
ASTAnnotationTypeDeclaration,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAnnotationTypeBody,3,1,0,0,0,1,0,0
ASTAnnotationTypeBody,3,1,0,0,0,1,0,0
getKind,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAnnotationMethodDeclaration,3,1,0,0,0,1,0,0
ASTAnnotationMethodDeclaration,3,1,0,0,0,1,0,0
removeTrailingWhitespace,7,3,1,2,0,1,0,0
countLeadingWhitespace,7,3,1,2,0,1,0,0
determineContentStart,12,4,2,3,0,1,0,0
interpretEscapeSequences,53,14,4,2,0,1,0,0
determineTextBlockContent,39,11,2,11,0,1,0,0
getTextBlockContent,6,2,1,0,0,1,0,0
isTextBlock,3,2,0,1,0,1,0,0
isSingleCharacterStringLiteral,12,4,3,2,0,1,0,0
getEscapedStringLiteral,21,8,3,6,0,1,0,0
isStringLiteral,3,1,0,0,0,1,0,0
setStringLiteral,3,1,0,0,0,1,0,0
isCharLiteral,3,1,0,0,0,1,0,0
setCharLiteral,3,1,0,0,0,1,0,0
getValueAsDouble,6,2,1,0,0,1,0,0
getValueAsFloat,6,2,1,0,0,1,0,0
getValueAsLong,8,2,1,1,0,1,0,0
getValueAsInt,7,2,1,0,0,1,0,0
getIntBase,14,6,1,2,0,1,0,0
stripFloatValue,3,1,0,0,0,1,0,0
stripIntValue,27,8,2,1,0,1,0,0
isDoubleLiteral,10,8,2,2,0,1,0,0
isFloatLiteral,10,6,2,1,0,1,0,0
setFloatLiteral,3,1,0,0,0,1,0,0
isLongLiteral,9,6,2,1,0,1,0,0
isIntLiteral,9,6,2,1,0,1,0,0
setIntLiteral,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTLiteral,3,1,0,0,0,1,0,0
ASTLiteral,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAndExpression,3,1,0,0,0,1,0,0
ASTAndExpression,3,1,0,0,0,1,0,0
getQualifiedName,0,0,0,0,0,1,0,0
setQualifiedName,3,1,0,0,0,1,0,0
getQualifiedName,3,1,0,0,0,1,0,0
isAnonymousClass,7,2,1,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAllocationExpression,3,1,0,0,0,1,0,0
ASTAllocationExpression,3,1,0,0,0,1,0,0
getOperator,3,1,0,0,0,1,0,0
getImage,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
ASTAdditiveExpression,3,1,0,0,0,1,0,0
ASTAdditiveExpression,3,1,0,0,0,1,0,0
getKind,0,0,0,0,0,1,0,0
getDeclarationNode,0,0,0,0,0,1,0,0
getKind,7,2,1,0,0,1,0,0
determineKind,29,12,9,0,0,1,0,0
getDeclarationNode,13,3,1,0,0,1,0,0
AbstractTypeBodyDeclaration,3,1,0,0,0,1,0,0
AbstractTypeBodyDeclaration,3,1,0,0,0,1,0,0
getSignature,0,0,0,0,0,1,0,0
getSignature,7,2,1,0,0,1,0,0
AbstractMethodOrConstructorDeclaration,3,1,0,0,0,1,0,0
AbstractMethodOrConstructorDeclaration,3,1,0,0,0,1,0,0
getPrintableName,3,1,0,0,0,1,0,0
getQualifiedName,0,0,0,0,0,1,0,0
getKind,0,0,0,0,0,1,0,0
getQualifiedName,3,1,0,0,0,1,0,0
setQualifiedName,3,1,0,0,0,1,0,0
AbstractMethodLikeNode,3,1,0,0,0,1,0,0
AbstractMethodLikeNode,3,1,0,0,0,1,0,0
setTypeDefinition,3,1,0,0,0,1,0,0
getTypeDefinition,3,1,0,0,0,1,0,0
setType,3,1,0,1,0,1,0,0
getType,3,2,1,1,0,1,0,0
AbstractJavaTypeNode,3,1,0,0,0,1,0,0
AbstractJavaTypeNode,3,1,0,0,0,1,0,0
setClassTypeResolver,3,1,0,0,0,1,0,0
getClassTypeResolver,3,1,0,0,0,1,0,0
getPackageName,4,2,1,1,0,1,0,0
getRoot,3,1,0,0,0,1,0,0
getPackageDeclaration,7,3,2,0,0,1,0,0
declarationsAreInDefaultPackage,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
setComments,3,1,0,0,0,1,0,0
getComments,3,1,0,0,0,1,0,0
ASTCompilationUnit,3,1,0,0,0,1,0,0
ASTCompilationUnit,3,1,0,0,0,1,0,0
setScope,0,0,0,0,0,1,0,0
children,0,0,0,0,0,1,0,0
getParent,0,0,0,0,0,1,0,0
getChild,0,0,0,0,0,1,0,0
getRoot,0,0,0,0,0,1,0,0
childrenAccept,0,0,0,0,0,1,0,0
jjtAccept,0,0,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
getNameDeclaration,3,1,0,0,0,1,0,0
setNameDeclaration,3,1,0,0,0,1,0,0
ASTName,3,1,0,0,0,1,0,0
ASTName,3,1,0,0,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
isSuppressWarnings,4,2,0,0,0,1,0,0
suppresses,21,10,2,4,0,1,0,0
getAnnotationName,3,1,0,0,0,1,0,0
ASTAnnotation,3,1,0,0,0,1,0,0
ASTAnnotation,3,1,0,0,0,1,0,0
isAnnotationPresent,0,0,0,0,0,1,0,0
isAnyAnnotationPresent,0,0,0,0,0,1,0,0
getAnnotation,0,0,0,0,0,1,0,0
getDeclaredAnnotations,0,0,0,0,0,1,0,0
getXPathNodeName,3,1,0,0,0,1,0,0
comment,3,1,0,0,0,1,0,0
comment,3,1,0,0,0,1,0,0
setScope,3,1,0,0,0,1,0,0
getScope,6,2,1,0,0,1,0,0
getRoot,6,2,1,0,0,1,0,0
childrenAccept,8,3,2,2,0,1,0,0
jjtAccept,3,1,0,2,0,1,0,0
jjtClose,10,5,1,0,0,1,0,0
jjtOpen,6,3,1,0,0,1,0,0
AbstractJavaNode,4,1,0,0,0,1,0,0
AbstractJavaNode,3,1,0,0,0,1,0,0
setType,0,0,0,0,0,1,0,0
setTypeDefinition,0,0,0,0,0,1,0,0
getTypeDefinition,0,0,0,0,0,1,0,0
getType,0,0,0,0,0,1,0,0
isDefault,0,0,0,0,0,1,0,0
setDefault,0,0,0,0,0,1,0,0
isPackagePrivate,0,0,0,0,0,1,0,0
setStrictfp,0,0,0,0,0,1,0,0
isStrictfp,0,0,0,0,0,1,0,0
setVolatile,0,0,0,0,0,1,0,0
isVolatile,0,0,0,0,0,1,0,0
setTransient,0,0,0,0,0,1,0,0
isTransient,0,0,0,0,0,1,0,0
setNative,0,0,0,0,0,1,0,0
isNative,0,0,0,0,0,1,0,0
setSynchronized,0,0,0,0,0,1,0,0
isSynchronized,0,0,0,0,0,1,0,0
setFinal,0,0,0,0,0,1,0,0
isFinal,0,0,0,0,0,1,0,0
setStatic,0,0,0,0,0,1,0,0
isStatic,0,0,0,0,0,1,0,0
setAbstract,0,0,0,0,0,1,0,0
isAbstract,0,0,0,0,0,1,0,0
setPrivate,0,0,0,0,0,1,0,0
isPrivate,0,0,0,0,0,1,0,0
setProtected,0,0,0,0,0,1,0,0
isProtected,0,0,0,0,0,1,0,0
setPublic,0,0,0,0,0,1,0,0
isPublic,0,0,0,0,0,1,0,0
setModifiers,0,0,0,0,0,1,0,0
getModifiers,0,0,0,0,0,1,0,0
isAnyAnnotationPresent,8,2,1,1,0,1,0,0
isAnnotationPresent,3,1,0,1,0,1,0,0
getAnnotation,10,3,1,3,0,1,0,0
getDeclaredAnnotations,3,1,0,0,0,1,0,0
AbstractJavaAnnotatableNode,3,1,0,0,0,1,0,0
AbstractJavaAnnotatableNode,3,1,0,0,0,1,0,0
isPackagePrivate,3,3,0,0,0,1,0,0
setModifier,7,2,1,0,0,1,0,0
isModifier,3,1,0,0,0,1,0,0
setDefault,3,1,0,2,0,1,0,0
isDefault,3,1,0,1,0,1,0,0
setStrictfp,3,1,0,2,0,1,0,0
isStrictfp,3,1,0,1,0,1,0,0
setVolatile,3,1,0,2,0,1,0,0
isVolatile,3,1,0,1,0,1,0,0
setTransient,3,1,0,2,0,1,0,0
isTransient,3,1,0,1,0,1,0,0
setNative,3,1,0,2,0,1,0,0
isNative,3,1,0,1,0,1,0,0
setSynchronized,3,1,0,2,0,1,0,0
isSynchronized,3,1,0,1,0,1,0,0
setFinal,3,1,0,2,0,1,0,0
